ACDT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
9/5/2015,17,10,3,8,6,3,95,67,38,1025,1022,1019,31,14,10,19,8,,0,4,,29
9/6/2015,16,13,11,11,7,4,88,62,41,1022,1017,1014,31,12,5,47,24,61,0.25,4,Rain,309
9/7/2015,15,13,11,8,5,2,77,57,37,1027,1024,1021,26,12,10,35,29,,0,4,,242
9/8/2015,15,13,12,12,11,9,100,87,71,1029,1026,1024,26,10,3,29,23,,0.25,6,Rain,244
9/9/2015,14,12,9,12,10,6,100,86,54,1033,1031,1028,31,10,1,24,14,,0,5,Rain,210
9/10/2015,18,11,4,9,7,4,100,69,32,1034,1031,1026,31,12,10,24,8,,0,1,Fog,70
9/11/2015,24,18,11,8,6,2,71,43,16,1027,1024,1021,31,24,10,37,19,,0,,,20
9/12/2015,26,21,16,8,4,1,55,31,11,1024,1022,1020,31,31,31,34,16,37,0,,,19
9/13/2015,30,22,15,7,2,-4,48,23,7,1020,1017,1012,31,31,31,35,23,52,0,,,29
9/14/2015,24,18,12,12,8,-4,88,60,7,1019,1014,1012,31,12,10,34,21,,0,4,Rain,300
9/15/2015,16,12,9,10,5,2,82,57,30,1021,1020,1018,31,13,10,27,18,,0,5,Rain,221
9/16/2015,17,12,7,9,6,3,81,61,30,1023,1019,1017,31,14,10,26,13,,0,4,Thunderstorm,65
9/17/2015,16,11,6,10,8,5,93,74,51,1030,1027,1023,31,11,10,29,11,,0,1,,197
9/18/2015,15,11,8,8,6,4,87,67,41,1031,1029,1026,31,12,10,23,8,,0,5,,178
9/19/2015,21,12,4,7,5,1,93,59,18,1026,1022,1019,31,13,10,21,6,,0,1,,26
9/20/2015,25,16,7,12,5,-3,88,55,8,1020,1017,1014,31,12,9,39,13,48,0,3,Rain,330
9/21/2015,16,13,11,10,6,2,94,59,32,1028,1024,1019,31,12,6,35,27,52,0,5,Rain,227
9/22/2015,16,12,8,9,4,-1,87,55,23,1036,1031,1027,31,12,8,27,19,,0,4,Rain,170
9/23/2015,16,11,6,5,2,-2,71,49,23,1038,1036,1034,31,12,10,27,13,,0,2,,148
9/24/2015,16,11,7,8,3,1,82,53,25,1036,1033,1030,31,11,10,26,16,,0,4,,140
9/25/2015,18,13,8,10,5,1,71,53,25,1032,1030,1027,31,31,31,26,14,,0,,,117
9/26/2015,20,13,6,8,3,-6,76,45,12,1029,1027,1025,,,,24,10,,0,,,152
9/27/2015,24,15,6,7,3,-2,87,45,10,1025,1022,1020,31,31,31,16,6,,0,,,302
9/28/2015,17,13,9,11,6,3,71,58,42,1021,1020,1018,31,14,10,34,14,,0,2,,169
9/29/2015,16,9,3,7,3,-1,93,58,24,1023,1021,1019,31,14,10,34,14,,0,3,,178
9/30/2015,18,12,6,9,7,3,87,63,28,1025,1023,1021,31,14,10,24,10,,0,1,,206
10/1/2015,20,13,7,12,8,5,91,67,30,1031,1028,1023,31,31,31,23,8,,0,,,224
10/2/2015,30,19,7,8,4,-3,93,42,5,1032,1029,1026,31,31,31,26,10,,0,,Fog,23
10/3/2015,33,23,14,10,-3,-15,52,19,4,1027,1023,1020,31,31,31,45,19,53,0,,,9
10/4/2015,27,20,14,10,4,-3,59,31,9,1024,1022,1020,26,26,26,19,10,,0,,,12
10/5/2015,35,24,14,7,-3,-10,59,18,4,1021,1016,1012,31,31,31,45,21,58,0,,,9
10/6/2015,26,19,13,13,6,-8,77,47,5,1030,1019,1010,31,14,8,40,26,48,0,7,,235
10/7/2015,21,16,11,8,3,-6,72,44,9,1035,1032,1030,31,15,10,32,18,,0,3,,143
10/8/2015,27,19,11,10,6,1,67,41,12,1032,1029,1025,31,27,14,24,8,,0,,,219
10/9/2015,32,22,13,12,7,2,72,36,10,1026,1024,1021,31,26,10,24,10,,0,1,,232
10/10/2015,29,23,16,15,10,2,94,47,9,1026,1022,1019,31,20,10,35,14,,0,,Rain,315
10/11/2015,18,16,13,14,12,9,94,79,59,1022,1020,1018,31,10,3,27,14,,0,6,Rain,253
10/12/2015,18,14,12,10,7,3,77,57,31,1024,1022,1021,31,12,10,32,16,,0,5,,185
10/13/2015,19,14,8,9,7,4,87,58,29,1026,1023,1021,31,12,10,34,14,,0,1,,162
10/14/2015,29,18,7,8,4,-4,87,43,6,1023,1019,1015,31,31,31,21,10,,0,,,44
10/15/2015,36,27,19,13,-2,-17,60,16,4,1017,1013,1010,31,31,31,35,21,,0,,,2
10/16/2015,23,19,15,16,13,7,94,68,30,1023,1020,1015,31,14,10,24,13,,1.02,6,Rain,187
10/17/2015,24,18,13,14,7,-1,94,55,13,1028,1025,1022,31,14,10,26,13,,0,5,,159
10/18/2015,25,17,8,12,8,5,93,52,23,1028,1025,1021,31,13,10,24,13,,0,1,,197
10/19/2015,33,24,14,17,8,0,78,38,7,1022,1018,1013,26,13,10,32,14,52,0,8,Rain,36
10/20/2015,26,21,15,17,13,9,100,63,23,1014,1012,1010,31,11,5,37,23,,2.03,6,Rain,319
10/21/2015,19,16,13,14,12,8,94,75,43,1023,1018,1012,31,11,6,37,31,48,0,6,Rain,217
10/22/2015,19,16,12,8,5,4,72,49,27,1025,1023,1022,31,14,10,27,18,,0,5,,162
10/23/2015,20,14,9,12,6,3,72,52,29,1024,1021,1018,31,31,31,26,13,,0,,,179
10/24/2015,33,21,10,8,4,-3,82,35,4,1019,1015,1011,31,31,31,24,6,,0,,,42
10/25/2015,29,22,15,14,8,-2,82,48,7,1021,1015,1010,31,14,10,35,21,,0,6,,264
10/26/2015,20,17,13,10,8,6,77,58,30,1025,1023,1020,31,12,10,32,23,,0,4,Rain,165
10/27/2015,19,14,9,12,7,3,82,55,35,1025,1022,1019,31,25,14,26,14,,0,,,208
10/28/2015,22,17,13,16,11,6,83,62,37,1019,1018,1017,31,26,19,26,10,,0,,,215
10/29/2015,25,19,12,15,9,6,78,50,23,1018,1016,1012,31,23,10,34,11,,0,1,,197
10/30/2015,24,20,15,16,13,8,88,71,24,1016,1014,1012,31,12,8,19,11,,0,5,,289
10/31/2015,24,19,14,15,12,4,94,67,17,1014,1011,1009,31,13,10,21,10,,0,5,,242
11/1/2015,21,18,14,15,12,4,94,69,23,1014,1010,1008,31,14,10,27,11,,0,4,,223
11/2/2015,21,18,16,14,12,10,82,66,43,1016,1014,1012,31,13,10,24,13,,0,6,,219
11/3/2015,29,22,14,18,11,7,94,52,16,1014,1011,1007,31,14,5,37,16,50,4.06,6,Rain-Thunderstorm,73
11/4/2015,23,21,18,18,17,14,94,79,48,1008,1005,1003,31,11,5,29,18,48,0.51,5,Rain-Thunderstorm,344
11/5/2015,20,18,16,16,14,13,94,80,62,1013,1008,1006,26,10,2,27,18,,0.25,7,Rain,244
11/6/2015,19,17,14,14,12,10,94,74,50,1019,1015,1012,31,11,3,27,19,,0,5,Rain,219
11/7/2015,23,16,9,14,11,7,88,63,38,1021,1019,1017,31,20,10,21,10,,0,1,,208
11/8/2015,34,24,14,14,8,-3,82,39,4,1020,1018,1016,31,31,31,19,8,,0,,,66
11/9/2015,35,27,18,17,8,2,73,30,7,1017,1014,1012,31,31,31,37,13,55,0,,,8
11/10/2015,24,20,17,13,11,9,72,51,29,1018,1016,1013,31,12,10,35,24,48,0,5,,145
11/11/2015,24,20,16,15,11,8,68,51,28,1018,1016,1014,31,21,10,23,14,,0,6,,167
11/12/2015,22,18,14,13,11,8,77,58,41,1020,1016,1013,31,17,10,42,13,,0,1,,198
11/13/2015,20,17,13,11,8,4,68,54,27,1022,1020,1018,31,11,10,37,19,52,0,3,,187
11/14/2015,21,16,10,12,8,6,72,56,34,1022,1021,1019,26,10,10,35,18,,0,3,,192
11/15/2015,25,19,12,9,7,4,72,47,18,1022,1020,1017,31,13,10,27,19,47,0,3,,144
11/16/2015,28,19,10,12,7,-2,87,47,8,1017,1015,1012,31,31,31,21,6,,0,,,243
11/17/2015,33,23,13,18,4,-4,78,30,5,1014,1012,1010,,,,21,10,,0,,,293
11/18/2015,38,27,16,17,7,-4,73,32,4,1014,1011,1008,31,24,10,34,14,,0,8,,2
11/19/2015,33,27,21,18,13,9,73,45,19,1015,1012,1010,31,19,10,35,18,48,0,3,,170
11/20/2015,24,20,15,15,12,9,78,59,30,1023,1017,1012,31,13,10,35,19,,0,3,,214
11/21/2015,21,17,13,9,7,4,72,50,24,1026,1024,1022,31,14,10,40,19,53,0,3,,180
11/22/2015,19,14,9,9,7,5,82,54,32,1024,1021,1019,31,12,10,32,14,,0,2,,203
11/23/2015,20,17,14,12,9,6,88,56,27,1022,1020,1018,31,14,10,29,18,,0,4,,207
11/24/2015,26,18,10,13,8,2,88,51,14,1021,1016,1010,31,16,10,21,8,,0,1,,288
11/25/2015,31,23,16,16,7,-4,88,41,5,1010,1004,1000,31,12,2,48,21,66,0,6,Rain,319
11/26/2015,18,14,12,11,3,-2,88,42,17,1021,1015,1008,31,11,8,52,32,66,0,3,Rain,213
11/27/2015,19,13,8,8,5,2,76,49,22,1022,1020,1019,31,14,10,29,16,,0,3,,189
11/28/2015,21,15,9,9,7,3,87,53,23,1020,1017,1016,31,15,10,26,13,,0,1,,182
11/29/2015,21,17,12,13,9,8,77,55,32,1018,1014,1009,31,12,10,24,13,,0,1,,196
11/30/2015,33,24,17,16,11,4,68,47,11,1010,1005,1002,31,13,7,40,21,53,0,3,Rain,293
12/1/2015,19,16,12,12,7,1,82,52,25,1023,1015,1009,31,12,5,45,29,60,0.25,4,Rain,243
1/1/2014,33,27,20,21,8,-15,94,41,4,1008,1005,1001,31,12,6,35,21,52,3.05,6,Rain,249
1/2/2014,23,20,17,18,16,12,94,79,60,1009,1006,1004,31,12,9,27,13,,1.02,7,Rain,169
1/3/2014,21,18,15,15,12,8,94,67,44,1012,1009,1005,31,10,3,39,19,,0,5,Rain,212
1/4/2014,21,18,15,14,8,5,88,51,27,1014,1012,1010,26,11,5,39,29,,0,2,Rain,232
1/5/2014,21,18,16,15,11,6,94,58,36,1017,1012,1009,26,11,1,48,27,60,3.05,5,Rain,263
1/6/2014,21,17,14,10,6,3,63,46,23,1025,1021,1017,31,13,10,35,24,,0,4,,185
1/7/2014,23,18,13,11,7,5,68,49,22,1026,1023,1020,31,12,10,32,18,48,0,4,,144
1/8/2014,25,19,13,11,8,1,72,51,12,1021,1018,1015,31,14,10,37,23,48,0,1,,173
1/9/2014,27,19,12,16,11,7,82,52,20,1016,1014,1012,31,22,10,27,13,,0,1,,194
1/10/2014,32,23,15,17,12,5,73,46,18,1017,1014,1012,31,24,10,29,13,,0,1,,199
1/11/2014,30,23,17,15,9,2,73,43,10,1020,1018,1016,31,15,10,35,18,50,0,1,,173
1/12/2014,35,25,15,17,12,8,82,47,15,1020,1017,1013,31,14,10,27,16,,0,1,,163
1/13/2014,37,27,18,17,11,1,83,38,5,1014,1011,1008,,,,27,13,42,0,,,213
1/14/2014,43,33,23,18,9,2,54,24,4,1012,1009,1007,31,11,10,53,16,72,2.03,5,Rain-Thunderstorm,29
1/15/2014,41,33,25,19,12,5,69,28,6,1013,1011,1009,31,31,31,24,13,,0,,,79
1/16/2014,42,36,29,12,7,3,29,16,5,1012,1008,1005,31,19,10,34,21,,0,1,,46
1/17/2014,40,32,23,20,11,1,83,33,6,1013,1006,1003,31,16,6,48,18,64,2.03,4,Rain-Thunderstorm,107
1/18/2014,29,24,19,19,16,12,88,61,31,1014,1012,1007,31,12,10,35,23,69,0,3,Rain-Thunderstorm,155
1/19/2014,27,21,16,12,9,7,72,49,20,1014,1012,1011,31,14,10,32,26,,0,1,,147
1/20/2014,29,22,14,12,9,6,77,50,15,1013,1012,1010,31,14,10,32,23,37,0,1,,150
1/21/2014,26,20,14,12,9,6,72,49,20,1018,1015,1012,31,12,10,34,26,50,0,2,,146
1/22/2014,27,21,16,16,11,8,72,54,25,1020,1018,1016,31,16,10,27,18,,0,6,,179
1/23/2014,29,23,17,16,12,6,65,47,20,1018,1014,1011,31,24,10,26,11,,0,7,Rain,220
1/24/2014,24,21,18,19,15,9,94,66,34,1017,1013,1010,31,13,10,37,16,,0.25,3,Rain,226
1/25/2014,27,21,15,12,8,4,72,45,15,1022,1019,1017,31,14,10,29,19,52,0,1,,145
1/26/2014,31,23,17,12,7,1,56,33,8,1020,1017,1013,31,31,31,32,18,,0,,,114
1/27/2014,37,27,17,9,2,-9,46,21,4,1015,1012,1009,31,31,31,21,11,,0,,,336
1/28/2014,41,29,18,19,7,-1,61,27,5,1012,1008,1007,31,31,31,40,18,60,0,,,340
1/29/2014,31,24,18,14,11,9,73,45,18,1016,1014,1011,31,20,10,34,24,,0,3,,135
1/30/2014,31,24,19,20,13,7,78,47,14,1013,1012,1010,31,29,26,29,10,,0,,,193
1/31/2014,32,26,19,19,14,6,65,46,23,1012,1010,1008,31,31,31,32,14,,0,,,208
2/1/2014,41,30,20,18,13,6,73,38,6,1010,1007,1005,31,31,31,27,10,,0,,,177
2/2/2014,42,34,27,19,9,1,55,21,4,1007,1005,1003,31,31,31,29,18,,0,,,327
2/3/2014,33,26,18,19,12,7,69,47,12,1017,1011,1004,31,13,10,48,26,63,0,4,Rain,148
2/4/2014,27,21,14,8,5,1,55,36,10,1020,1017,1015,31,17,10,37,26,55,0,1,,124
2/5/2014,28,21,14,16,9,4,59,41,19,1015,1013,1011,31,31,31,29,18,,0,,,210
2/6/2014,27,21,14,20,12,5,83,51,23,1012,1011,1010,31,31,31,29,8,,0,,,211
2/7/2014,32,23,15,18,14,7,88,54,22,1012,1010,1008,31,29,26,23,8,,0,,,201
2/8/2014,41,31,21,16,9,0,61,27,4,1009,1006,1003,31,31,31,37,11,,0,,,16
2/9/2014,31,23,17,18,12,4,78,48,18,1020,1014,1005,31,17,10,42,23,50,0,5,,196
2/10/2014,31,22,14,14,8,1,67,41,8,1019,1015,1011,31,31,31,26,16,,0,,,175
2/11/2014,38,27,16,13,6,-5,57,26,5,1012,1010,1008,,,,23,6,,0,,,210
2/12/2014,39,32,26,19,0,-13,65,14,4,1010,1008,1006,31,28,19,35,23,58,0,8,,88
2/13/2014,28,24,21,22,19,14,100,79,36,1010,1008,1005,31,8,2,26,13,,34.04,6,Rain,87
2/14/2014,25,23,21,21,21,19,100,86,68,1005,1000,996,31,9,3,26,13,,14.99,7,Rain,85
2/15/2014,24,21,18,21,19,15,94,81,65,1008,1000,997,31,12,10,37,19,,0,6,Rain,200
2/16/2014,23,20,17,14,12,9,82,58,34,1015,1012,1008,31,13,10,39,23,,0,5,,184
2/17/2014,25,18,12,15,12,9,88,63,29,1014,1012,1010,31,15,10,23,11,,0,1,,211
2/18/2014,22,20,18,17,14,12,88,66,42,1011,1009,1007,31,13,5,29,13,,0.51,4,Rain,229
2/19/2014,20,17,14,16,11,6,94,63,34,1013,1008,1005,31,11,5,48,32,58,1.02,5,Rain,213
2/20/2014,20,16,11,11,8,5,88,59,30,1022,1017,1013,31,13,10,34,18,48,1.02,3,Rain,179
2/21/2014,21,18,14,9,7,4,72,51,26,1026,1024,1022,31,13,10,27,14,,0,5,Rain,160
2/22/2014,23,18,14,12,10,8,82,60,29,1027,1025,1023,31,12,10,32,14,47,0,4,,157
2/23/2014,25,19,13,15,12,8,88,62,33,1023,1020,1017,31,16,10,34,16,,0,1,,188
2/24/2014,25,18,11,18,13,9,88,66,41,1019,1016,1013,31,18,10,23,11,,0,1,,211
2/25/2014,22,18,14,16,13,10,88,67,46,1013,1012,1011,31,13,10,29,13,,0,4,,192
2/26/2014,24,19,14,15,11,6,88,61,29,1020,1015,1012,31,13,10,35,14,50,0,4,Rain,167
2/27/2014,24,18,13,11,8,5,72,51,21,1023,1021,1019,31,14,10,29,16,,0,2,,137
2/28/2014,25,20,14,11,8,3,72,50,17,1023,1021,1020,31,15,10,35,21,,0,1,,140
3/1/2014,26,19,13,12,11,9,77,58,27,1023,1021,1019,31,13,10,32,19,,0,1,,148
3/2/2014,29,21,14,16,12,8,88,56,18,1022,1020,1018,31,17,10,29,13,,0,1,,179
3/3/2014,28,21,13,16,11,5,82,51,16,1022,1020,1018,,,,24,11,,0,,,198
3/4/2014,33,24,16,18,12,4,88,46,10,1019,1017,1014,31,31,31,27,11,,0,,,219
3/5/2014,24,20,15,15,12,8,77,57,38,1021,1019,1016,31,14,10,32,18,,0,2,,168
3/6/2014,24,18,13,10,7,5,72,49,22,1023,1020,1018,31,14,10,34,19,,0,1,,136
3/7/2014,24,18,13,11,8,6,72,50,21,1025,1022,1020,31,14,10,27,23,,0,1,,129
3/8/2014,27,20,13,17,13,11,88,60,28,1022,1017,1014,31,17,10,23,13,,0,1,,210
3/9/2014,35,27,18,16,11,6,64,37,10,1015,1013,1012,31,31,31,32,14,,0,,,2
3/10/2014,35,27,18,18,14,9,78,49,15,1018,1015,1013,31,31,31,21,6,,0,8,,63
3/11/2014,31,23,17,20,17,11,88,66,35,1022,1018,1015,31,12,10,50,16,48,2.03,6,Rain,188
3/12/2014,22,18,14,13,11,7,88,61,32,1023,1021,1020,31,14,10,34,14,,0,4,,174
3/13/2014,22,16,10,13,10,8,88,63,38,1022,1019,1016,31,31,31,24,10,,0,,,184
3/14/2014,27,19,11,12,9,5,88,54,17,1016,1012,1008,31,31,31,19,6,,0,,,28
3/15/2014,22,19,15,18,13,8,88,68,33,1009,1006,1004,31,12,3,48,24,72,1.02,6,Rain-Thunderstorm,280
3/16/2014,21,17,14,15,11,7,77,57,40,1013,1010,1008,31,12,10,39,31,50,0.51,6,Rain,269
3/17/2014,22,19,17,18,16,14,100,81,60,1019,1015,1012,31,10,1,37,23,,1.02,6,Rain,276
3/18/2014,23,20,17,17,16,13,94,80,51,1026,1021,1018,31,12,10,21,10,,0,4,,280
3/19/2014,22,18,13,14,13,11,88,69,48,1027,1025,1023,31,14,10,26,11,,0,2,,175
3/20/2014,30,21,13,13,11,8,88,52,19,1023,1019,1015,31,19,10,21,6,,0,4,,47
3/21/2014,22,18,14,18,11,4,88,59,34,1024,1020,1015,31,12,10,37,19,53,0,5,,179
3/22/2014,21,16,11,8,5,3,63,47,22,1024,1022,1018,31,15,10,29,18,,0,5,,141
3/23/2014,20,17,12,8,7,4,77,55,26,1024,1022,1019,31,13,10,32,18,,0,5,,166
3/24/2014,22,16,10,14,11,7,100,73,37,1024,1022,1020,31,12,5,26,8,,0,4,Rain,156
3/25/2014,20,17,13,12,10,8,88,67,39,1024,1022,1021,31,13,10,26,14,,0,4,Rain,155
3/26/2014,26,20,13,18,14,12,88,68,35,1022,1019,1016,31,14,10,26,11,,0,4,Thunderstorm,199
3/27/2014,25,19,14,18,14,12,88,68,34,1018,1015,1013,31,22,10,27,8,,0,2,,211
3/28/2014,24,19,15,17,15,13,94,73,52,1017,1016,1014,31,16,10,24,10,,0,4,,190
3/29/2014,23,19,16,18,16,13,94,77,54,1017,1016,1015,31,16,10,24,10,,0,1,,219
3/30/2014,32,22,12,15,11,6,94,56,12,1019,1016,1015,31,18,10,19,8,,0,6,,33
3/31/2014,32,26,21,13,11,8,53,34,16,1017,1015,1013,31,31,31,19,16,,0,,,34
4/1/2014,34,27,19,17,9,6,69,32,11,1013,1010,1006,31,17,10,34,18,35,0,6,Rain,6
4/2/2014,22,19,16,18,13,8,88,63,36,1019,1015,1011,31,12,10,32,19,,0,6,Rain,187
4/3/2014,22,18,14,10,9,7,77,56,36,1023,1021,1019,31,13,10,32,14,,0,5,Rain,153
4/4/2014,22,17,12,11,8,4,77,56,23,1024,1022,1020,31,14,10,27,18,,0,2,,153
4/5/2014,21,14,9,10,7,5,77,56,27,1025,1023,1021,31,15,10,27,13,,0,1,,137
4/6/2014,22,16,9,13,9,4,88,62,33,1024,1021,1017,31,17,10,23,10,,0,3,,161
4/7/2014,27,22,16,15,8,3,68,36,17,1017,1015,1012,31,21,10,34,19,48,0,8,Rain,43
4/8/2014,23,21,19,20,18,13,100,83,53,1016,1015,1013,31,12,5,16,10,,5.08,7,Rain,359
4/9/2014,22,20,18,19,18,17,100,85,70,1016,1014,1011,31,11,7,14,6,,0,7,Rain,136
4/10/2014,23,21,18,18,16,13,94,76,55,1015,1011,1010,31,11,10,29,14,,0,6,Rain,164
4/11/2014,19,17,16,13,12,9,82,69,49,1020,1017,1014,31,12,10,26,19,,0,5,Rain,167
4/12/2014,21,17,13,11,9,7,82,60,33,1022,1020,1018,31,13,10,27,16,,0,4,,165
4/13/2014,21,14,8,12,10,7,100,68,30,1023,1021,1019,31,12,10,27,11,,0,3,Fog,143
4/14/2014,22,17,12,13,9,4,82,57,22,1024,1022,1021,31,12,10,32,16,48,0,2,,157
4/15/2014,22,17,12,12,9,6,82,60,27,1024,1022,1020,31,15,10,27,11,,0,1,,141
4/16/2014,23,16,9,10,8,7,94,62,26,1022,1020,1018,31,26,10,16,8,,0,3,,352
4/17/2014,23,17,10,14,11,8,88,69,38,1022,1020,1018,31,14,10,21,10,,0,4,,359
4/18/2014,20,15,10,15,10,4,88,62,32,1024,1021,1019,31,12,3,34,23,48,0,3,Rain,214
4/19/2014,18,13,9,8,7,4,87,62,29,1023,1021,1017,31,12,10,21,10,,0,6,,65
4/20/2014,21,14,8,12,8,5,82,59,27,1020,1017,1016,31,11,10,16,8,,0,3,,28
4/21/2014,28,21,14,14,8,6,68,37,17,1016,1012,1010,31,31,31,40,24,64,0,8,,9
4/22/2014,20,16,12,16,11,6,94,64,36,1019,1016,1011,31,14,10,29,16,,0,5,Rain,194
4/23/2014,20,13,7,11,7,4,93,65,25,1019,1016,1014,31,14,10,14,6,,0,6,,13
4/24/2014,20,16,10,15,10,5,88,63,34,1020,1017,1015,31,13,10,27,19,,0,4,,197
4/25/2014,22,14,6,13,8,5,88,60,26,1019,1014,1010,31,15,10,27,11,,0.51,7,Rain,7
4/26/2014,20,16,12,15,11,5,94,72,47,1022,1016,1011,31,14,10,26,13,,0,4,Rain,144
4/27/2014,22,14,6,8,5,2,81,48,24,1024,1020,1016,31,28,26,26,16,35,0,,,56
4/28/2014,29,22,16,16,9,7,73,39,20,1016,1012,1008,31,27,10,32,26,,2.03,8,Rain,17
4/29/2014,21,17,14,17,12,6,94,74,40,1017,1012,1009,31,10,3,48,23,66,1.02,5,Rain,268
4/30/2014,18,14,11,10,7,2,88,58,27,1022,1020,1017,31,13,10,26,16,,0,4,,189
5/1/2014,18,14,11,13,9,6,94,68,42,1021,1015,1009,31,13,3,35,14,,5.08,6,Rain,355
5/2/2014,15,12,9,12,7,4,88,72,46,1010,1007,1006,31,12,4,53,26,53,10.92,6,Rain,187
5/3/2014,16,11,7,8,4,3,82,61,36,1014,1010,1008,31,12,10,37,18,55,0,2,,175
5/4/2014,17,11,6,9,6,4,93,68,38,1019,1016,1014,31,13,10,14,8,,0,4,,14
5/5/2014,18,15,12,15,12,9,100,84,67,1024,1020,1018,31,10,2,16,13,,3.05,6,Rain,53
5/6/2014,17,13,9,11,8,5,94,70,41,1027,1025,1023,31,11,10,19,10,,0,6,,104
5/7/2014,18,13,7,8,6,4,87,63,36,1027,1026,1024,31,17,10,24,13,,0,4,,83
5/8/2014,18,11,5,6,5,3,93,60,31,1026,1021,1016,31,31,31,35,13,,0,8,,43
5/9/2014,16,13,11,14,10,3,100,79,31,1017,1015,1013,31,6,0,35,26,,16,7,Rain,23
5/10/2014,20,16,11,15,13,12,100,89,57,1023,1019,1016,31,12,7,21,13,,0,4,Rain,1
5/11/2014,19,14,11,15,12,10,100,85,56,1028,1025,1022,31,10,0,14,10,,0,4,Fog,23
5/12/2014,21,15,9,12,9,6,100,67,28,1029,1027,1025,31,18,10,27,10,,0,2,Fog,46
5/13/2014,22,16,9,9,8,6,82,58,30,1026,1024,1022,31,31,31,23,14,,0,,,34
5/14/2014,24,17,9,8,6,4,72,49,19,1023,1020,1018,31,20,10,26,14,,0,1,,30
5/15/2014,24,18,13,12,9,6,77,53,21,1021,1019,1018,31,21,10,32,18,,0,6,Rain,12
5/16/2014,26,19,13,10,7,4,72,45,17,1022,1021,1020,31,28,10,26,16,,0,6,Rain,24
5/17/2014,24,20,17,12,8,3,72,46,24,1023,1021,1020,31,31,31,27,16,,0,8,,32
5/18/2014,23,19,14,13,11,8,77,59,27,1022,1020,1019,31,31,31,27,10,,0,8,,32
5/19/2014,22,18,13,14,12,8,94,68,47,1022,1020,1018,31,17,10,19,11,,0,6,Rain,36
5/20/2014,22,16,10,15,12,9,94,79,46,1023,1021,1020,31,24,10,14,8,,0,1,,30
5/21/2014,26,18,9,13,11,10,94,65,27,1022,1019,1017,31,31,31,16,10,,0,,,25
5/22/2014,24,19,14,15,11,8,88,61,25,1018,1016,1013,31,20,10,27,14,,0,6,Rain,9
5/23/2014,20,16,12,16,15,12,100,87,68,1017,1015,1014,31,12,10,19,8,,0,5,Fog-Rain,347
5/24/2014,24,17,11,15,13,10,94,72,41,1016,1014,1012,31,16,10,26,13,,0,3,Fog,16
5/25/2014,23,18,13,16,13,9,100,73,32,1017,1015,1013,31,12,2,21,13,,2.03,6,Fog,17
5/26/2014,22,19,16,16,14,9,94,84,33,1015,1011,1007,31,12,8,39,13,50,7.11,7,Rain,336
5/27/2014,18,16,13,14,12,10,94,76,59,1010,1006,1003,31,12,7,47,27,63,0,4,Rain-Thunderstorm,308
5/28/2014,18,15,12,13,12,10,94,79,60,1020,1015,1010,31,11,4,32,21,,0.76,4,Rain,295
5/29/2014,20,16,11,11,9,7,88,65,39,1023,1021,1020,31,12,10,23,14,,0,5,,44
5/30/2014,21,17,13,8,7,6,63,50,30,1022,1020,1018,31,19,10,35,19,,0,2,,50
5/31/2014,17,14,12,13,11,7,100,82,42,1019,1017,1016,31,10,3,19,13,,2.03,7,Rain,54
6/1/2014,16,12,9,14,11,8,100,82,59,1020,1019,1017,31,13,5,26,11,,2.03,6,Rain,212
6/2/2014,17,13,11,15,13,11,100,90,72,1021,1019,1018,31,12,7,21,8,,1.02,6,Fog-Rain,188
6/3/2014,17,14,12,14,12,9,100,84,50,1023,1021,1019,31,10,5,23,10,,0.25,5,Fog-Rain,1
6/4/2014,17,14,10,14,12,9,100,86,68,1028,1025,1023,31,12,5,21,13,,0.76,5,Fog-Rain,32
6/5/2014,17,12,7,12,9,7,100,82,51,1032,1030,1027,31,12,0,24,8,,0,3,Fog,158
6/6/2014,17,11,5,10,8,5,100,78,39,1034,1032,1031,31,13,10,19,6,,0,2,Fog,148
6/7/2014,19,14,9,13,10,8,94,79,43,1035,1033,1032,31,13,10,24,5,,0,3,Rain,153
6/8/2014,17,12,8,11,8,6,94,75,43,1035,1033,1032,31,13,10,19,10,35,0,3,,141
6/9/2014,14,9,4,7,5,4,93,75,46,1033,1031,1028,31,23,10,19,8,,0,7,,50
6/10/2014,19,12,5,7,5,3,93,64,32,1030,1025,1022,31,27,10,34,14,,0,3,,31
6/11/2014,17,12,8,9,7,5,88,68,45,1022,1019,1015,31,31,31,26,14,,0,8,,25
6/12/2014,17,13,11,11,8,6,88,66,41,1015,1010,1008,31,17,10,29,14,,0.76,7,Rain,21
6/13/2014,14,11,8,11,8,6,94,83,60,1015,1009,1006,31,11,5,35,26,47,6.1,5,Rain,48
6/14/2014,15,11,7,11,8,6,100,77,54,1024,1020,1015,31,13,10,26,11,,0,5,Rain,178
6/15/2014,16,11,7,12,9,7,100,87,63,1026,1024,1023,31,9,0,27,8,,0.25,6,Fog-Rain,332
6/16/2014,17,13,10,14,12,9,100,86,71,1029,1025,1023,31,11,1,35,18,,2.03,5,Fog-Rain,268
