AEDT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2/25/2013,26,23,20,20,18,14,83,66,48,1018,1013,1011,,,,26,10,,0,,,-1
2/26/2013,26,20,17,20,18,16,95,83,59,1017,1015,1012,,,,13,11,,5.08,8,,-1
2/27/2013,27,23,18,22,18,14,95,76,55,1013,1010,1009,6,5,3,26,16,,3.05,8,,-1
2/28/2013,19,17,15,15,9,6,92,55,29,1019,1016,1013,,,,32,23,,0,8,,-1
3/1/2013,23,18,13,12,9,6,77,52,24,1023,1022,1020,,,,34,23,,0,8,,-1
3/2/2013,24,19,13,11,10,8,70,48,28,1026,1024,1021,,,,42,27,,0,,,-1
3/3/2013,27,19,11,14,12,11,80,54,28,1023,1021,1018,,,,39,21,,0,,,-1
3/4/2013,29,21,13,15,13,12,84,53,26,1021,1019,1016,,,,23,10,,0,,,-1
3/5/2013,32,24,17,13,12,11,76,46,19,1019,1017,1015,,,,21,10,,0,,,-1
3/6/2013,33,24,16,13,13,12,63,39,21,1017,1015,1013,,,,23,11,,0,,,-1
3/7/2013,33,26,19,20,15,13,78,44,22,1017,1015,1014,,,,23,6,,0,,,-1
3/8/2013,31,26,20,21,19,17,91,64,40,1020,1017,1014,,,,14,10,,0,,,-1
3/9/2013,36,28,21,16,14,12,58,33,17,1016,1014,1013,,,,32,14,,0,,,-1
3/10/2013,32,27,21,21,18,14,87,55,32,1016,1015,1014,,,,16,11,,0,,,-1
3/11/2013,35,27,19,20,17,12,90,51,16,1017,1015,1013,,,,16,10,,0,,,-1
3/12/2013,36,28,19,15,14,12,55,33,16,1015,1013,1009,,,,27,13,,0,,,-1
3/13/2013,29,25,18,18,14,12,67,44,30,1014,1009,1004,,,,35,26,,0,8,,-1
3/14/2013,21,18,15,12,11,9,67,53,36,1017,1015,1014,,,,26,19,,0,8,,-1
3/15/2013,22,17,13,13,11,10,74,55,39,1019,1017,1016,,,,23,13,,0,8,,-1
3/16/2013,18,16,14,15,12,10,91,72,57,1017,1015,1014,10,10,10,35,11,,19.05,8,,-1
3/17/2013,17,14,12,9,7,6,57,50,38,1025,1023,1020,,,,32,27,,0.25,8,,-1
3/18/2013,19,15,11,12,10,7,80,62,50,1024,1023,1023,,,,23,11,,0.25,8,,-1
3/19/2013,21,15,9,12,10,8,87,61,37,1025,1024,1022,,,,24,6,,0,,,-1
3/20/2013,28,19,9,12,11,9,90,52,21,1023,1019,1012,,,,27,10,,0,,,-1
3/21/2013,23,21,19,17,13,10,65,49,38,1011,1005,1000,,,,50,35,,2.03,,,-1
3/22/2013,19,17,14,10,9,8,60,46,35,1014,1011,1006,,,,32,24,,0,8,,-1
3/23/2013,23,18,13,11,9,8,59,47,32,1015,1014,1014,,,,24,18,,0,8,,-1
3/24/2013,24,20,15,14,11,9,61,50,29,1016,1012,1010,,,,34,21,,0,8,,-1
3/25/2013,21,17,12,12,11,10,78,58,45,1020,1018,1017,,,,16,11,,0,8,,-1
3/26/2013,30,22,13,12,11,8,79,47,17,1017,1014,1010,,,,37,11,,0,,,-1
3/27/2013,34,28,22,16,11,9,60,28,13,1012,1008,1005,,,,50,24,,7.11,,,-1
3/28/2013,19,17,14,17,11,6,97,65,35,1020,1015,1012,5,5,5,26,16,,0,8,,-1
3/29/2013,18,15,12,10,8,7,66,54,38,1022,1020,1019,,,,23,14,,0,8,,-1
3/30/2013,22,17,11,15,10,8,77,55,39,1018,1014,1011,10,10,10,24,16,,2.03,8,,-1
3/31/2013,17,16,14,16,11,9,90,68,50,1018,1014,1011,10,10,10,21,18,,1.02,8,,-1
4/1/2013,19,14,9,9,8,8,90,60,36,1019,1018,1016,,,,21,13,,0,8,,-1
4/2/2013,18,16,14,14,12,8,86,70,56,1022,1018,1016,6,5,3,23,16,,2.03,8,,-1
4/3/2013,16,14,12,8,7,6,59,52,45,1027,1025,1023,,,,24,18,,0,8,,-1
4/4/2013,19,12,4,9,7,5,88,67,39,1030,1029,1028,,,,24,6,,0,,,-1
4/5/2013,22,14,8,13,11,8,90,69,48,1030,1028,1026,,,,19,6,,0,,,-1
4/6/2013,26,17,8,13,11,8,95,63,25,1027,1024,1021,,,,13,6,,0,,,-1
4/7/2013,27,20,13,17,12,9,86,60,28,1023,1021,1020,,,,24,8,,0,,,-1
4/8/2013,19,18,16,14,14,13,81,72,60,1026,1025,1023,,,,21,11,,0,8,,-1
4/9/2013,21,16,11,16,13,11,100,79,50,1027,1025,1024,8,7,6,19,8,,0,8,,-1
4/10/2013,21,16,11,16,12,6,96,73,28,1024,1022,1021,10,9,8,11,5,,0,,,-1
4/11/2013,17,15,13,13,12,11,97,78,66,1025,1024,1021,,,,16,11,,0.25,8,,-1
4/12/2013,22,16,10,14,12,9,91,70,46,1024,1022,1018,,,,14,6,,0.25,,,-1
4/13/2013,23,19,14,14,10,8,96,43,27,1016,1012,1009,3,3,3,34,18,,0,8,,-1
4/14/2013,19,17,15,13,12,10,73,61,45,1013,1011,1009,,,,19,13,,2.03,8,,-1
4/15/2013,16,14,13,13,11,8,86,74,53,1016,1013,1010,,,,19,11,,0.51,8,,-1
4/16/2013,18,12,6,9,8,7,92,63,40,1019,1017,1016,,,,21,10,,0,8,,-1
4/17/2013,18,12,7,11,8,6,91,68,54,1018,1017,1016,,,,23,5,,0,8,,-1
4/18/2013,16,12,7,13,8,5,96,68,46,1023,1020,1017,,,,29,10,,0.51,8,,-1
4/19/2013,16,11,6,7,5,4,77,53,33,1027,1025,1024,,,,35,21,,0,,,-1
4/20/2013,17,11,4,8,6,4,99,67,39,1026,1022,1018,,,,26,13,,0,8,,-1
4/21/2013,21,11,2,8,6,1,94,60,24,1017,1011,1007,5,5,5,24,5,,0,8,,-1
4/22/2013,17,14,11,13,10,7,88,67,50,1008,1006,1004,,,,32,23,,4.06,8,,-1
4/23/2013,17,14,12,12,10,8,83,63,48,1018,1013,1008,,,,26,19,,0,8,,-1
4/24/2013,18,16,12,13,9,7,94,60,40,1021,1019,1017,,,,19,14,,0.51,8,,-1
4/25/2013,21,16,11,12,10,9,98,65,36,1021,1019,1018,,,,21,14,,0,,,-1
4/26/2013,21,18,15,12,11,9,75,55,41,1022,1021,1020,,,,19,16,,0,8,,-1
4/27/2013,24,19,13,11,9,6,65,45,22,1021,1015,1010,,,,45,24,,0,,,-1
4/28/2013,22,18,12,13,9,4,83,55,20,1020,1014,1009,,,,32,23,,0,8,,-1
4/29/2013,17,12,8,9,8,7,79,63,45,1027,1023,1020,,,,14,8,,0,,,-1
4/30/2013,17,10,4,9,6,4,91,63,33,1027,1025,1023,,,,11,3,,0,,,-1
5/1/2013,14,11,7,9,7,6,79,64,53,1026,1022,1020,,,,27,13,,1.02,8,,-1
5/2/2013,16,11,6,7,6,5,83,61,39,1028,1027,1025,,,,19,11,,0,,,-1
5/3/2013,20,12,4,5,3,2,83,36,22,1024,1019,1014,,,,40,24,,1.02,8,,-1
5/4/2013,18,15,11,8,6,4,63,49,32,1027,1023,1014,,,,32,21,,0,8,,-1
5/5/2013,14,12,10,7,6,4,70,56,45,1027,1026,1026,,,,16,11,,0,8,,-1
5/6/2013,16,9,2,7,4,1,86,60,36,1027,1025,1023,,,,14,8,,0,,,-1
5/7/2013,19,12,6,10,7,3,94,70,34,1027,1025,1024,,,,26,5,,0.25,8,,-1
5/8/2013,23,13,4,9,8,5,89,61,28,1028,1026,1025,,,,21,6,,0,,,-1
5/9/2013,26,20,14,11,10,9,59,47,28,1029,1027,1026,,,,26,18,,0,,,-1
5/10/2013,25,17,9,11,10,9,88,60,28,1030,1028,1027,,,,14,6,,0,,,-1
5/11/2013,25,17,9,9,8,6,86,49,20,1027,1024,1022,,,,29,13,,0,,,-1
5/12/2013,23,18,12,11,8,6,59,37,27,1020,1017,1015,,,,37,19,,1.02,8,,-1
5/13/2013,16,13,10,12,8,6,80,63,40,1014,1012,1010,,,,23,18,,0.25,8,,-1
5/14/2013,14,10,7,6,6,4,71,59,45,1012,1010,1009,,,,35,26,,0.51,8,,-1
5/15/2013,15,12,9,8,7,6,77,67,48,1008,1005,1002,10,10,10,42,29,,5.08,8,,-1
5/16/2013,13,12,11,10,9,8,86,76,67,1012,1007,1005,8,7,6,29,21,,8.89,8,,-1
5/17/2013,14,12,11,11,9,8,89,76,53,1017,1014,1012,,,,23,18,,3.05,8,,-1
5/18/2013,13,11,9,10,9,8,97,78,60,1018,1017,1016,,,,21,11,,1.02,8,,-1
5/19/2013,15,12,10,9,8,6,86,71,47,1019,1017,1016,,,,16,13,,0,8,,-1
5/20/2013,13,11,8,11,8,6,84,70,51,1016,1015,1014,,,,24,18,,6.1,8,,-1
5/21/2013,14,10,6,8,7,5,93,74,52,1018,1016,1016,6,6,6,11,10,,0,8,,-1
5/22/2013,13,8,2,8,6,3,100,83,57,1015,1014,1012,8,8,8,13,3,,0.25,,,-1
5/23/2013,16,11,6,9,8,6,94,79,53,1024,1020,1016,,,,29,10,,0,,,-1
5/24/2013,15,9,2,9,7,6,99,80,50,1026,1025,1024,10,5,0,11,3,,0,8,,-1
5/25/2013,17,12,8,10,9,8,86,73,54,1026,1025,1024,,,,14,11,,0,8,,-1
5/26/2013,15,13,11,10,9,8,77,69,63,1029,1027,1026,,,,21,13,,0,8,,-1
5/27/2013,14,10,6,11,9,6,100,81,53,1031,1030,1029,0,0,0,16,6,,0,8,,-1
5/28/2013,18,10,2,8,7,3,99,78,42,1029,1028,1026,5,3,0,21,6,,0,,,-1
5/29/2013,19,11,3,9,7,5,99,70,35,1026,1024,1022,6,6,5,29,8,,0.76,8,,-1
5/30/2013,16,14,12,14,12,9,93,79,64,1023,1022,1022,10,10,10,23,14,,5.08,8,,-1
5/31/2013,19,15,11,15,13,11,94,77,58,1022,1021,1018,,,,29,18,,25.91,8,,-1
6/1/2013,15,14,13,14,13,12,100,95,88,1017,1013,1011,10,7,5,14,11,,3.05,8,,-1
6/2/2013,15,12,9,11,9,7,98,73,58,1023,1018,1014,,,,26,18,,0,8,,-1
6/3/2013,13,12,10,12,9,9,94,76,66,1026,1025,1024,,,,16,11,,0.51,8,,-1
6/4/2013,14,12,11,12,11,9,98,83,62,1027,1026,1025,10,10,10,11,8,,0,8,,-1
6/5/2013,14,13,11,11,9,7,90,69,56,1024,1021,1019,,,,34,16,,0,8,,-1
6/6/2013,17,14,13,9,8,8,65,59,47,1018,1015,1013,,,,35,26,,0,8,,-1
6/7/2013,14,12,7,10,8,6,93,70,45,1027,1020,1013,8,6,3,35,24,,2.03,8,,-1
6/8/2013,15,10,4,6,5,4,89,67,37,1030,1029,1027,,,,19,11,,0,8,,-1
6/9/2013,13,9,6,6,4,3,80,65,46,1028,1025,1021,,,,21,13,,0,,,-1
6/10/2013,16,9,3,7,6,2,87,65,42,1021,1018,1016,,,,29,13,,0,8,,-1
6/11/2013,14,12,9,9,8,6,98,71,54,1018,1017,1016,10,10,10,24,18,,2.03,8,,-1
6/12/2013,13,10,8,12,11,9,100,94,87,1015,1011,1008,10,8,6,24,11,,8.89,8,,-1
6/13/2013,12,11,11,12,11,11,97,94,90,1010,1009,1008,5,4,3,24,19,,7.87,8,,-1
6/14/2013,13,12,8,11,8,4,89,74,58,1017,1013,1010,,,,26,19,,0,8,,-1
6/15/2013,13,11,8,8,7,4,85,72,60,1022,1020,1018,,,,19,11,,0.51,8,,-1
6/16/2013,13,8,4,9,7,6,100,85,58,1022,1020,1019,8,4,0,16,3,,0.51,8,,-1
6/17/2013,11,8,4,10,8,4,100,95,85,1017,1016,1014,5,2,0,16,5,,1.02,8,,-1
6/18/2013,14,11,7,9,8,6,97,83,52,1023,1019,1016,,,,21,11,,0,,,-1
6/19/2013,13,7,1,7,5,2,99,82,46,1027,1026,1024,8,7,6,16,5,,0,8,,-1
6/20/2013,13,7,-1,6,4,2,99,81,48,1027,1024,1022,2,2,2,11,3,,0,,,-1
6/21/2013,14,7,-1,4,2,0,100,77,29,1022,1021,1020,5,5,5,13,3,,0,,,-1
6/22/2013,13,6,-2,7,3,-1,99,81,55,1028,1025,1023,5,5,5,13,3,,0.25,,,-1
6/23/2013,14,6,-2,5,3,-1,99,78,42,1032,1030,1029,6,4,2,19,5,,0.25,,,-1
6/24/2013,13,7,-1,9,5,1,100,88,65,1030,1028,1027,10,7,6,21,8,,0,,,-1
6/25/2013,15,10,5,8,7,7,98,76,46,1027,1025,1023,,,,34,14,,0,,,-1
6/26/2013,15,8,0,7,4,1,100,81,45,1024,1023,1021,3,2,2,11,5,,0.25,,,-1
6/27/2013,17,9,0,8,5,1,98,73,33,1023,1022,1020,10,10,10,21,5,,0,,,-1
6/28/2013,14,9,3,8,7,4,100,82,53,1025,1024,1023,6,6,6,10,3,,0,,,-1
6/29/2013,12,9,6,9,8,6,100,94,84,1028,1027,1025,6,5,0,11,5,,0,8,,-1
6/30/2013,17,11,5,11,8,6,100,79,53,1028,1026,1024,5,4,3,14,11,,0.25,8,,-1
7/1/2013,17,14,12,13,10,8,97,73,51,1024,1022,1021,3,3,3,26,16,,0.76,8,,-1
7/2/2013,18,14,11,10,8,6,75,59,39,1022,1021,1020,,,,27,19,,0,,,-1
7/3/2013,16,12,9,7,7,6,76,59,43,1022,1019,1014,,,,35,24,,0,,,-1
7/4/2013,16,13,11,6,4,4,51,46,37,1012,1006,1000,,,,48,39,,0.51,,,-1
7/5/2013,13,11,8,7,4,2,61,48,36,1012,1006,999,,,,29,26,,0,,,-1
7/6/2013,14,12,9,8,6,3,81,61,35,1020,1015,1012,,,,29,24,,1.02,,,-1
7/7/2013,13,10,6,8,6,5,87,76,54,1027,1024,1021,6,6,6,21,13,,4.06,8,,-1
7/8/2013,13,7,2,6,4,2,96,79,49,1035,1032,1028,,,,14,10,,0,,,-1
7/9/2013,12,6,1,7,4,3,100,86,61,1037,1035,1033,6,6,6,11,8,,0.25,,,-1
7/10/2013,14,6,-2,4,3,1,100,77,37,1033,1032,1030,6,3,0,14,5,,0,,,-1
7/11/2013,16,8,0,7,4,1,100,82,47,1034,1031,1030,6,6,6,14,3,,0,,,-1
7/12/2013,17,9,1,8,6,2,99,77,42,1030,1028,1026,5,5,5,14,8,,0,,,-1
7/13/2013,14,11,7,12,9,7,95,84,58,1027,1025,1022,6,6,6,13,6,,7.11,8,,-1
7/14/2013,16,14,12,12,12,11,93,81,67,1021,1018,1015,,,,61,24,,4.06,8,,-1
7/15/2013,17,14,12,12,11,9,89,73,56,1021,1019,1016,,,,23,18,,0,8,,-1
7/16/2013,16,12,7,12,10,8,100,75,52,1023,1022,1021,,,,29,16,,0,,,-1
7/17/2013,17,12,8,11,9,8,100,79,53,1021,1019,1016,6,6,6,16,11,,0,,,-1
7/18/2013,22,16,9,12,11,8,87,64,39,1015,1009,1004,,,,42,23,,5.08,,,-1
7/19/2013,16,14,11,12,11,9,93,67,53,1005,1002,1001,,,,45,34,,12.95,8,,-1
7/20/2013,9,8,6,8,6,5,92,84,69,1007,1004,1002,6,6,6,13,11,,8.89,8,,-1
7/21/2013,9,8,6,4,4,3,83,74,61,1013,1010,1007,,,,32,19,,0,,,-1
7/22/2013,13,10,7,7,5,3,85,68,42,1018,1015,1013,6,6,6,29,23,,2.03,8,,-1
7/23/2013,12,11,9,9,7,6,96,74,58,1029,1024,1019,5,5,5,23,16,,0,8,,-1
7/24/2013,13,11,10,7,6,5,65,59,51,1032,1031,1030,,,,14,13,,0,8,,-1
7/25/2013,12,8,3,6,4,3,83,67,52,1029,1027,1024,,,,29,14,,0,,,-1
7/26/2013,14,12,9,8,7,5,73,64,55,1026,1025,1024,,,,29,26,,0,8,,-1
7/27/2013,15,11,7,7,6,4,78,61,43,1027,1025,1023,,,,27,18,,0,,,-1
7/28/2013,18,14,12,9,6,3,70,44,34,1022,1019,1014,,,,37,26,,7.87,8,,-1
7/29/2013,18,14,12,11,9,6,86,66,43,1018,1016,1014,,,,27,21,,0,,,-1
7/30/2013,13,11,6,9,7,5,96,74,52,1024,1021,1018,,,,19,10,,0,8,,-1
7/31/2013,13,7,1,6,4,2,95,71,47,1026,1024,1023,,,,16,5,,0,,,-1
8/1/2013,13,10,7,6,4,2,82,63,37,1023,1021,1019,,,,23,11,,0,,,-1
8/2/2013,12,10,7,6,3,2,63,54,42,1018,1012,1008,,,,39,24,,3.05,,,-1
8/3/2013,12,9,6,7,5,3,82,65,57,1013,1010,1006,,,,45,23,,13.97,,,-1
8/4/2013,13,10,8,9,7,5,84,70,55,1013,1011,1009,,,,23,18,,1.02,,,-1
8/5/2013,14,12,10,9,8,7,70,64,51,1012,1010,1006,,,,37,24,,0.76,8,,-1
8/6/2013,14,12,10,9,7,6,70,62,47,1012,1007,1002,,,,45,27,,0.25,,,-1
8/7/2013,13,9,6,7,6,4,90,71,47,1012,1010,1008,,,,21,14,,13.97,8,,-1
8/8/2013,12,10,7,8,7,5,95,75,54,1018,1015,1011,5,5,5,19,13,,0,8,,-1
8/9/2013,12,9,7,7,6,4,80,69,56,1015,1012,1009,10,10,10,42,29,,2.03,8,,-1
8/10/2013,16,12,8,7,7,6,78,59,40,1017,1014,1012,,,,26,19,,0,8,,-1
8/11/2013,16,12,8,8,7,6,75,61,50,1016,1012,1007,,,,40,21,,0,8,,-1
8/12/2013,13,12,9,8,6,3,68,59,48,1006,1003,999,,,,34,26,,0,8,,-1
8/13/2013,16,12,9,7,6,5,70,53,38,1008,1007,1006,,,,37,31,,0,8,,-1
8/14/2013,10,10,9,6,4,4,66,62,58,1013,1009,1005,,,,26,23,,0.51,8,,-1
8/15/2013,16,12,8,7,6,4,71,57,45,1019,1017,1015,,,,21,14,,0,8,,-1
8/16/2013,18,14,10,7,4,2,59,40,23,1018,1006,1001,,,,53,34,,0.51,8,,-1
8/17/2013,14,11,8,7,6,4,70,53,37,1008,1005,1001,,,,45,34,,0.25,8,,-1
8/18/2013,17,13,9,8,6,3,65,53,44,1008,1004,1001,,,,42,34,,0,8,,-1
8/19/2013,11,9,7,4,2,1,68,53,44,1013,1009,1007,,,,32,26,,0.51,8,,-1
8/20/2013,11,8,6,6,4,3,77,67,56,1016,1015,1014,,,,26,21,,0.51,8,,-1
8/21/2013,13,10,7,6,4,3,76,61,39,1016,1014,1010,,,,29,16,,1.02,8,,-1
8/22/2013,14,12,9,8,6,4,74,62,41,1009,1007,1006,,,,26,23,,4.06,8,,-1
8/23/2013,13,12,11,11,9,7,95,78,67,1016,1009,1006,,,,23,19,,1.02,8,,-1
8/24/2013,14,12,11,10,9,8,93,78,62,1023,1021,1018,,,,19,14,,0.25,8,,-1
8/25/2013,16,13,12,9,8,7,74,62,44,1023,1023,1022,,,,24,18,,0,8,,-1
8/26/2013,15,13,12,10,8,8,78,65,53,1024,1023,1022,,,,16,10,,0,8,,-1
8/27/2013,19,14,9,11,9,8,89,65,43,1023,1019,1016,,,,27,13,,0,,,-1
8/28/2013,22,16,9,12,11,9,92,71,34,1020,1017,1015,,,,21,10,,0,,,-1
8/29/2013,22,16,11,10,9,8,91,58,33,1015,1009,1004,,,,27,14,,4.06,8,,-1
8/30/2013,16,16,14,12,11,9,87,65,55,1015,1009,1004,,,,24,23,,2.03,8,,-1
8/31/2013,22,15,8,11,9,8,98,65,30,1021,1018,1016,,,,24,13,,0,,,-1
9/1/2013,21,18,15,11,8,6,50,42,35,1023,1022,1020,,,,32,24,,0,,,-1
9/2/2013,18,14,11,13,11,9,75,63,46,1031,1029,1024,10,10,10,24,16,,0,,,-1
9/3/2013,20,14,9,14,12,8,96,85,62,1032,1030,1028,10,6,2,14,5,,0,,,-1
9/4/2013,24,17,9,12,11,10,96,58,32,1027,1024,1021,10,8,6,40,18,,0,,,-1
9/5/2013,22,18,14,13,12,11,96,67,36,1027,1024,1020,,,,37,23,,2.03,8,,-1
9/6/2013,14,12,9,12,9,7,99,76,52,1027,1026,1024,,,,16,10,,0,8,,-1
9/7/2013,14,12,10,11,8,7,81,72,55,1027,1025,1023,,,,16,11,,0,8,,-1
9/8/2013,14,10,6,8,7,6,93,67,48,1028,1026,1023,,,,14,8,,0,8,,-1
9/9/2013,23,17,10,9,6,2,61,35,24,1020,1009,999,,,,39,24,,0,8,,-1
9/10/2013,17,14,11,9,7,4,75,56,38,1008,1006,1001,,,,24,21,,0.25,8,,-1
9/11/2013,14,12,10,7,6,4,64,56,49,1014,1010,1008,,,,26,21,,0,8,,-1
9/12/2013,13,10,7,7,4,1,73,55,36,1020,1017,1015,,,,23,16,,0,8,,-1
9/13/2013,15,8,1,4,2,-1,81,49,24,1020,1016,1015,,,,19,14,,0,8,,-1
9/14/2013,16,12,9,8,6,4,71,56,38,1015,1014,1013,,,,14,5,,0,8,,-1
9/15/2013,21,14,8,9,8,7,86,57,34,1016,1014,1013,,,,21,6,,0,8,,-1
9/16/2013,16,13,11,13,11,9,100,82,65,1012,1008,1004,6,6,5,14,11,,19.05,8,,-1
9/17/2013,16,13,11,13,12,12,100,86,67,1003,1002,1001,8,7,6,14,11,,0,8,,-1
9/18/2013,18,14,11,13,11,8,99,76,43,1001,999,995,10,9,8,27,13,,9.91,8,,-1
9/19/2013,14,12,10,9,8,7,90,66,49,1006,1004,1001,6,6,6,32,24,,1.02,8,,-1
9/20/2013,13,12,11,9,8,6,77,69,55,1015,1008,1004,,,,23,18,,0.25,8,,-1
9/21/2013,17,11,6,9,7,6,89,68,41,1016,1014,1011,,,,19,11,,0.51,,,-1
9/22/2013,18,14,11,11,9,9,84,72,46,1012,1011,1010,,,,19,13,,1.02,8,,-1
9/23/2013,23,14,6,11,9,7,100,59,30,1010,1005,999,6,6,6,32,13,,0,,,-1
9/24/2013,23,17,11,12,8,3,63,43,26,1004,1002,999,,,,26,19,,0,,,-1
9/25/2013,22,19,15,11,10,9,60,49,33,1006,1004,1001,8,8,8,26,19,,17.02,8,,-1
9/26/2013,14,12,11,12,8,4,96,68,45,1017,1007,999,5,3,2,40,21,,0.76,8,,-1
9/27/2013,19,13,7,7,5,3,65,47,34,1018,1014,1009,,,,39,23,,2.03,,,-1
9/28/2013,14,10,6,8,6,4,97,63,45,1016,1011,1007,,,,37,18,,0,8,,-1
9/29/2013,20,13,7,9,7,4,76,55,39,1015,1013,1010,,,,37,19,,0,,,-1
9/30/2013,22,19,15,11,7,4,48,34,24,1008,1004,1000,,,,53,31,,1.02,8,,-1
10/1/2013,22,17,11,13,8,4,68,55,38,1012,1003,995,,,,47,34,,1.02,8,,-1
10/2/2013,16,13,9,8,6,3,66,54,44,1011,1005,1000,,,,47,31,,4.06,8,,-1
10/3/2013,13,11,9,7,6,5,81,64,51,1024,1017,1010,5,5,5,24,18,,1.02,8,,-1
10/4/2013,19,12,6,8,6,4,80,55,37,1024,1020,1017,,,,27,14,,0,,,-1
10/5/2013,24,19,14,12,8,6,77,50,26,1015,1010,1006,8,8,8,45,26,,0,8,,-1
10/6/2013,16,14,11,11,9,7,84,72,46,1013,1010,1008,,,,21,10,,2.03,8,,-1
10/7/2013,14,11,8,8,7,5,87,62,43,1015,1014,1013,,,,16,8,,0,8,,-1
10/8/2013,19,16,11,10,9,8,84,64,43,1019,1016,1014,,,,16,10,,0,8,,-1
10/9/2013,26,17,10,9,8,8,77,47,23,1017,1011,1005,,,,53,21,,0,,,-1
10/10/2013,26,20,12,13,9,3,87,63,15,1012,1005,1001,6,6,6,32,21,,3.05,8,,-1
10/11/2013,18,14,9,8,7,6,76,57,37,1015,1014,1013,,,,24,14,,0,,,-1
10/12/2013,24,17,10,8,7,6,68,44,20,1014,1010,1004,,,,37,18,,0,,,-1
10/13/2013,16,13,9,12,8,4,92,70,46,1013,1004,1001,,,,37,16,,5.08,8,,-1
10/14/2013,13,10,8,8,6,4,78,67,55,1021,1018,1014,5,5,5,26,21,,4.06,8,,-1
10/15/2013,18,13,9,7,6,6,68,51,33,1022,1019,1016,,,,23,16,,0,8,,-1
10/16/2013,26,19,12,5,2,-2,46,25,9,1014,1006,996,,,,50,31,,0,,,-1
10/17/2013,15,13,11,12,6,3,80,56,46,1020,1007,999,10,10,10,34,26,,0.51,8,,-1
10/18/2013,21,13,6,5,3,2,61,44,20,1023,1022,1021,,,,40,19,,0,,,-1
10/19/2013,26,19,11,3,2,0,34,23,10,1023,1020,1017,,,,37,21,,0,,,-1
10/20/2013,30,21,13,11,6,4,55,26,11,1016,1012,1009,,,,40,19,,0,,,-1
10/21/2013,16,14,12,13,12,10,85,79,71,1016,1014,1011,6,6,6,21,13,,0.25,8,,-1
10/22/2013,14,13,11,14,11,9,100,84,76,1015,1011,1003,10,10,10,19,13,,18.03,8,,-1
10/23/2013,15,13,12,14,12,7,100,82,55,1012,1007,1001,10,6,3,29,14,,3.05,8,,-1
10/24/2013,12,10,7,8,5,3,83,62,46,1023,1018,1013,10,7,5,29,26,,3.05,8,,-1
10/25/2013,14,11,7,7,6,4,72,58,40,1024,1023,1022,,,,23,18,,0,8,,-1
10/26/2013,15,12,10,10,8,7,75,66,52,1025,1024,1023,,,,21,18,,0.25,8,,-1
10/27/2013,15,13,11,9,9,7,81,69,54,1025,1024,1022,,,,21,14,,0,8,,-1
10/28/2013,17,13,9,12,9,7,87,75,61,1022,1016,1012,,,,19,10,,1.02,8,,-1
10/29/2013,15,13,11,11,7,4,83,61,49,1021,1017,1014,,,,26,21,,0,8,,-1
10/30/2013,16,14,12,9,8,8,71,62,46,1023,1022,1021,,,,19,14,,0,8,,-1
10/31/2013,16,13,10,10,8,7,83,63,49,1025,1024,1022,,,,26,14,,0,8,,-1
11/1/2013,20,13,6,13,8,6,92,69,50,1024,1021,1018,,,,14,6,,0,,,-1
11/2/2013,23,17,9,13,11,8,96,64,35,1018,1015,1013,,,,16,10,,0,,,-1
11/3/2013,16,13,11,12,7,4,75,55,41,1025,1019,1014,,,,40,26,,0.51,8,,-1
11/4/2013,16,12,9,7,5,3,57,51,42,1030,1028,1026,,,,27,24,,0,8,,-1
11/5/2013,22,14,7,11,8,6,83,53,37,1030,1026,1022,,,,21,8,,0,,,-1
11/6/2013,29,18,7,11,6,3,90,36,11,1021,1015,1011,,,,34,13,,0,,,-1
11/7/2013,24,20,15,14,9,3,75,47,17,1014,1011,1008,,,,27,21,,0,,,-1
11/8/2013,16,15,13,14,12,11,89,82,73,1014,1008,1006,10,10,10,27,16,,3.05,8,,-1
11/9/2013,15,13,11,10,8,5,91,67,47,1020,1015,1011,,,,34,26,,0,8,,-1
11/10/2013,15,11,7,9,7,6,88,64,43,1023,1022,1021,,,,29,16,,0,8,,-1
11/11/2013,18,13,9,9,8,6,74,60,43,1024,1023,1023,,,,45,26,,0.51,8,,-1
11/12/2013,15,13,11,12,10,8,87,74,63,1022,1017,1015,,,,37,27,,7.87,8,,-1
11/13/2013,13,12,11,12,11,9,95,88,82,1014,1013,1012,8,7,6,26,21,,0,8,,-1
11/14/2013,14,13,12,12,10,8,95,75,58,1019,1017,1014,8,6,5,26,23,,0,8,,-1
11/15/2013,17,13,11,11,9,8,73,64,52,1021,1020,1019,,,,27,16,,0,8,,-1
11/16/2013,17,12,7,12,9,7,96,72,55,1021,1019,1017,,,,26,14,,0,8,,-1
11/17/2013,20,13,7,12,9,7,92,68,51,1020,1018,1017,,,,26,16,,0,,,-1
11/18/2013,24,16,8,13,9,8,97,63,25,1018,1014,1010,5,5,5,16,6,,0,8,,-1
11/19/2013,28,19,11,13,11,9,76,52,22,1012,1009,1007,,,,34,14,,0,,,-1
