ACDT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
8/31/2015,16,14,14,14,14,12,100,91,82,1016,1014,1012,27,9,2,14,10,,10.92,6,Rain,11
9/1/2015,19,16,12,13,11,9,95,77,50,1019,1017,1016,31,10,5,16,8,,0.51,3,Rain,316
9/2/2015,19,14,9,11,9,7,100,74,43,1020,1017,1016,31,13,10,14,8,,0,2,Rain,298
9/3/2015,16,13,9,10,8,7,94,71,44,1017,1016,1015,31,13,10,19,11,,0,2,Rain,293
9/4/2015,16,13,11,10,8,6,87,67,45,1019,1017,1016,29,10,10,14,10,,0,3,Rain,305
9/5/2015,16,12,9,12,8,6,100,73,44,1027,1022,1018,31,15,8,14,10,,0,4,Rain,330
9/6/2015,19,12,6,9,7,5,93,66,30,1030,1028,1027,31,17,10,14,6,,0,2,,300
9/7/2015,19,13,8,11,9,7,93,73,46,1031,1030,1029,31,14,10,19,8,,0,2,Fog,3
9/8/2015,16,13,10,11,9,8,88,73,51,1031,1028,1025,31,13,10,13,8,,0,6,,55
9/9/2015,19,16,12,12,11,8,94,72,43,1025,1023,1021,31,13,5,24,13,,0.51,5,Rain,70
9/10/2015,21,17,12,13,11,6,95,70,29,1022,1020,1019,31,11,5,27,13,,0,1,,77
9/11/2015,22,17,12,12,9,6,100,65,26,1019,1014,1010,31,14,8,24,13,,0.25,1,Rain,102
9/12/2015,21,17,13,14,11,7,88,66,43,1011,1008,1005,31,14,10,29,18,,0.25,3,Rain,214
9/13/2015,20,15,10,11,9,7,94,73,44,1010,1006,1000,31,15,10,19,10,,0,2,Rain,122
9/14/2015,19,16,11,15,11,7,100,81,51,1000,995,992,31,11,5,35,16,55,1.02,4,Rain,170
9/15/2015,19,14,10,13,10,7,94,78,57,998,996,992,31,15,3,32,21,50,0.25,4,Rain,219
9/16/2015,16,13,10,13,11,9,100,90,63,996,989,985,23,10,4,23,11,,16,5,Rain,48
9/17/2015,18,13,9,12,9,6,100,75,35,1007,999,988,31,11,3,29,14,,0.25,2,Rain,263
9/18/2015,19,16,12,13,11,9,100,81,47,1019,1011,1007,31,13,9,16,10,,9.91,3,Rain,253
9/19/2015,19,15,11,12,10,8,100,74,38,1028,1024,1019,31,10,5,10,6,,0,3,,344
9/20/2015,20,14,9,12,11,8,100,78,46,1028,1025,1021,31,11,2,21,8,,0,2,Fog,243
9/21/2015,14,12,10,14,12,9,100,89,78,1021,1012,1005,31,11,5,24,13,,3.05,4,Rain,222
9/22/2015,15,12,8,11,9,7,100,86,63,1007,1002,998,31,13,8,16,10,,0.51,3,Rain,313
9/23/2015,17,12,8,12,9,7,93,74,40,1013,1011,1008,31,13,10,27,16,,0,3,,261
9/24/2015,18,14,11,14,11,7,100,75,41,1019,1014,1011,31,12,3,32,19,50,1.02,4,Rain,246
9/25/2015,18,13,8,10,7,4,95,67,32,1027,1023,1019,31,15,10,16,10,,0,3,,290
9/26/2015,18,12,7,8,7,5,94,69,36,1031,1029,1027,31,15,10,13,5,,0.25,3,,25
9/27/2015,19,13,8,10,8,6,90,71,40,1036,1033,1031,31,15,10,23,10,,0,2,Rain,57
9/28/2015,18,13,9,12,9,7,100,74,41,1037,1036,1035,31,15,10,27,11,,0,3,,69
9/29/2015,19,14,10,11,9,7,94,70,38,1036,1035,1033,31,16,10,26,11,,0,2,,64
9/30/2015,18,14,9,10,8,3,88,66,25,1034,1033,1031,31,18,10,29,14,,0,1,,62
10/1/2015,18,13,9,11,8,6,94,69,34,1033,1031,1029,31,13,8,24,13,,0,3,,51
10/2/2015,19,13,8,10,8,7,100,73,40,1029,1025,1020,31,12,6,14,8,,0,2,,57
10/3/2015,17,12,8,11,9,7,94,81,52,1020,1015,1013,10,6,3,13,6,,0,5,,305
10/4/2015,18,12,6,10,8,5,93,75,44,1016,1014,1010,21,9,3,16,8,27,0,4,,172
10/5/2015,17,14,12,17,14,9,100,92,73,1010,1004,1000,23,9,3,24,16,,5.08,7,Rain,148
10/6/2015,19,17,14,17,14,13,100,90,62,1001,997,994,31,11,3,27,14,,1.02,6,Rain,152
10/7/2015,16,13,10,14,12,7,100,86,65,1017,1008,999,31,10,3,24,18,,0,7,Rain,273
10/8/2015,17,11,6,10,7,5,93,75,43,1023,1021,1017,31,14,10,13,10,,0,3,,264
10/9/2015,17,12,7,10,8,6,100,77,39,1024,1023,1022,31,11,3,11,5,,0,4,Fog,42
10/10/2015,16,12,8,11,9,7,97,82,61,1023,1020,1018,31,13,10,16,8,,0,2,,53
10/11/2015,16,12,9,10,8,5,94,73,46,1018,1017,1016,24,10,3,19,10,,0,4,,49
10/12/2015,14,11,8,7,6,4,87,69,41,1021,1019,1018,31,12,10,16,8,,0,5,,359
10/13/2015,13,10,7,7,6,4,87,71,47,1026,1023,1021,31,14,10,23,11,,0,5,Rain,5
10/14/2015,13,9,6,9,6,4,87,78,51,1026,1023,1021,31,14,10,19,11,,0.51,5,Rain,359
10/15/2015,13,11,9,9,7,5,93,79,47,1022,1021,1020,31,13,10,19,11,,0,5,Rain,8
10/16/2015,14,12,11,9,9,8,88,79,61,1023,1022,1021,18,11,9,23,16,39,0,6,Rain,10
10/17/2015,13,11,10,9,8,7,88,76,58,1022,1020,1019,31,13,5,21,13,,0,7,Rain,7
10/18/2015,16,13,11,11,9,8,94,83,53,1023,1021,1019,31,13,5,14,10,,0.51,5,Rain,22
10/19/2015,14,11,9,11,9,7,94,83,70,1027,1025,1023,31,13,10,14,8,,0,8,Rain,11
10/20/2015,16,12,8,9,7,6,95,76,42,1028,1026,1025,31,13,8,13,6,,0.25,4,,312
10/21/2015,15,12,8,14,11,7,100,92,81,1025,1018,1014,31,10,5,19,11,34,4.06,6,Rain,227
10/22/2015,14,13,11,13,8,5,94,71,46,1023,1017,1013,31,13,5,24,16,,0.25,8,Rain,282
10/23/2015,13,12,10,8,8,6,87,73,52,1023,1021,1017,31,13,10,14,6,,0,8,,204
10/24/2015,14,10,6,12,9,6,100,82,69,1021,1015,1012,31,13,3,19,11,,3.05,7,Rain,210
10/25/2015,12,7,3,7,4,3,100,82,53,1027,1025,1021,31,14,7,14,8,,0.25,,,201
10/26/2015,17,11,5,12,9,5,97,86,60,1021,1014,1012,31,10,5,21,13,,0,6,,112
10/27/2015,18,14,11,14,12,10,100,86,60,1012,1009,1007,21,8,0,21,11,,0,4,Fog,112
10/28/2015,16,13,9,13,11,9,100,87,56,1010,1007,1006,31,10,5,16,11,,3.05,4,Rain,235
10/29/2015,15,12,8,14,12,7,100,92,80,1016,1012,1009,26,10,3,27,14,40,0.25,6,Rain,165
10/30/2015,16,13,11,14,12,10,100,87,70,1021,1018,1014,31,12,3,24,14,,3.05,6,Rain,142
10/31/2015,18,13,9,11,11,8,100,86,54,1027,1022,1020,21,8,0,14,8,,0,7,Fog,106
11/1/2015,13,9,6,11,8,6,100,97,84,1030,1028,1027,5,1,0,10,3,,0.25,4,Fog,160
11/2/2015,13,11,8,13,9,8,100,98,86,1028,1024,1019,5,1,0,16,5,,0.25,6,Fog,127
11/3/2015,13,11,9,12,10,9,100,91,82,1020,1015,1013,14,7,2,13,10,,0.25,6,Rain,104
11/4/2015,14,12,11,13,12,10,100,93,80,1015,1014,1012,31,8,2,16,8,,0.51,5,Rain,201
11/5/2015,16,13,12,15,13,12,100,93,81,1015,1012,1010,27,10,3,27,14,40,2.03,7,Rain,185
11/6/2015,17,16,13,16,14,12,100,92,87,1019,1015,1013,31,12,6,26,18,40,1.02,7,Rain,212
11/7/2015,17,13,11,16,13,9,100,89,77,1026,1019,1014,31,12,6,39,19,53,7.87,5,Rain,218
11/8/2015,16,12,7,14,12,8,100,91,82,1027,1020,1015,31,10,5,29,14,53,0.51,6,Rain,190
11/9/2015,15,12,9,12,9,7,93,78,62,1022,1021,1018,31,13,10,42,26,60,0,7,Rain,234
11/10/2015,16,15,14,14,13,11,94,86,80,1022,1022,1021,27,12,7,29,24,45,0,8,Rain,229
11/11/2015,15,14,13,12,10,9,88,75,63,1022,1021,1020,31,14,10,27,19,,0,7,Rain,229
11/12/2015,16,13,10,13,11,9,100,86,71,1023,1020,1015,31,13,6,32,16,45,0.25,5,Rain,211
11/13/2015,12,10,8,12,5,3,88,70,53,1026,1021,1015,31,13,6,50,27,85,1.02,4,Fog-Rain,242
11/14/2015,15,11,7,13,8,4,100,85,69,1027,1021,1013,31,12,5,37,23,53,7.11,7,Rain,226
11/15/2015,16,14,13,13,11,9,88,75,65,1013,1012,1010,31,13,10,47,35,64,0,7,Rain,238
11/16/2015,14,13,12,13,9,6,96,77,57,1011,1009,1005,31,12,6,37,26,53,1.02,5,Rain,230
11/17/2015,16,13,11,14,11,7,100,80,56,1009,1004,999,31,10,3,61,26,90,4.06,7,Rain,235
11/18/2015,15,13,11,12,8,7,88,73,60,1014,1011,1008,31,12,3,50,35,69,0.51,4,Rain,238
11/19/2015,12,10,9,11,8,7,95,85,63,1014,1013,1011,29,9,3,40,24,,2.03,5,Rain,251
11/20/2015,9,7,4,8,4,1,93,78,51,1014,1008,1003,31,15,9,29,14,,0.25,2,Rain,264
11/21/2015,6,3,0,3,-2,-6,93,67,45,1013,1007,1001,31,11,5,34,21,52,2.03,4,Rain-Snow,310
11/22/2015,7,2,-2,2,-1,-6,93,80,58,1022,1015,1011,31,13,10,14,6,,0,5,,305
11/23/2015,7,3,-1,4,1,-1,96,80,53,1026,1024,1019,31,10,5,19,8,,0.25,6,Rain,238
11/24/2015,10,8,6,9,7,4,99,88,78,1019,1012,1010,31,11,3,24,16,,0.76,6,Rain,255
11/25/2015,10,8,5,7,6,4,96,83,67,1017,1012,1010,31,14,10,21,13,,0,4,Rain,291
11/26/2015,10,9,7,9,8,7,100,90,77,1021,1020,1016,31,10,6,13,8,,0,7,Rain,273
11/27/2015,14,10,5,12,9,2,100,89,74,1020,1011,1004,31,9,3,34,16,53,1.02,7,Rain,228
11/28/2015,11,7,2,7,3,0,87,73,61,1015,1011,1005,31,14,10,40,23,53,0,4,Rain,242
11/29/2015,13,11,9,11,8,6,92,77,65,1016,1009,1007,27,10,3,58,32,72,1.02,5,Rain,249
11/30/2015,13,11,8,12,9,5,96,82,63,1019,1015,1012,31,12,3,47,26,61,0.76,7,Rain,243
12/1/2015,14,11,9,12,9,5,100,77,54,1025,1022,1018,31,12,3,32,23,,0,7,Rain,241
12/2/2015,13,12,12,10,8,5,82,73,53,1024,1023,1022,31,13,10,27,21,39,0,5,Rain,216
12/3/2015,13,12,12,12,9,8,94,81,68,1023,1019,1011,21,12,3,39,23,60,2.03,6,Rain,198
12/4/2015,13,9,6,9,6,3,88,75,61,1028,1025,1013,31,13,10,37,23,53,0,5,Rain,236
12/5/2015,13,12,11,9,7,6,77,67,54,1024,1019,1014,27,12,10,48,37,69,0,6,,225
12/6/2015,14,13,12,12,11,7,100,84,58,1023,1017,1013,26,11,3,40,26,60,0.25,7,Rain,220
12/7/2015,14,12,11,13,11,9,98,89,77,1026,1024,1021,24,11,5,24,16,34,0,6,Rain,178
12/8/2015,13,10,7,12,8,4,100,80,57,1030,1022,1019,31,12,0,29,21,47,1.02,5,Rain,217
12/9/2015,12,8,4,8,5,2,93,78,58,1035,1032,1029,23,13,7,34,16,47,0,5,Rain,220
12/10/2015,12,11,9,10,8,6,94,79,63,1029,1024,1021,24,13,10,34,24,50,4.06,6,Rain,222
12/11/2015,11,8,5,9,6,3,100,82,65,1024,1022,1020,31,13,9,35,18,48,0.25,5,Rain,249
12/12/2015,14,9,4,10,7,3,94,79,66,1024,1018,1013,27,13,10,40,18,60,0,6,Rain,223
12/13/2015,10,8,6,9,7,6,100,94,75,1020,1018,1015,16,6,2,27,13,,0.51,7,Rain,100
12/14/2015,10,8,5,8,7,6,98,88,76,1018,1016,1015,19,9,5,16,11,,0.25,7,Rain,139
12/15/2015,13,11,8,13,11,9,100,96,94,1018,1016,1015,14,5,2,19,11,,3.05,7,Rain,141
12/16/2015,15,13,11,13,12,11,98,87,77,1021,1018,1014,31,11,5,32,19,,0,7,Rain,222
12/17/2015,15,13,11,13,10,8,94,80,59,1020,1016,1014,14,11,9,24,18,,0,4,Rain,207
12/18/2015,13,12,11,11,10,9,94,85,72,1020,1018,1016,18,11,9,24,16,40,0,6,Rain,211
12/19/2015,16,14,12,14,11,10,95,79,66,1016,1012,1007,26,13,6,32,23,42,0,7,Rain,194
12/20/2015,13,10,8,10,8,6,93,78,62,1014,1010,1006,31,12,8,35,24,48,1.02,3,Rain,213
12/21/2015,13,10,7,12,7,5,96,84,71,1019,1014,1011,31,12,5,42,21,60,1.02,5,Rain,218
12/22/2015,15,12,9,13,11,9,100,86,67,1018,1013,1010,27,11,2,50,27,66,4.06,7,Rain,219
12/23/2015,12,11,9,9,6,4,91,73,54,1022,1019,1013,23,12,10,35,24,48,0,3,Rain,219
12/24/2015,13,9,6,10,6,2,88,73,52,1021,1013,1007,31,13,6,42,27,63,2.03,5,Rain,217
12/25/2015,15,10,5,13,8,2,99,86,67,1022,1020,1017,26,11,5,37,16,,1.02,6,Rain,198
12/26/2015,15,14,13,12,11,9,93,76,65,1020,1018,1016,21,11,5,45,34,61,0,7,Rain,224
12/27/2015,14,12,10,13,12,9,98,86,70,1024,1020,1016,14,7,3,39,27,55,0.25,7,Rain,210
12/28/2015,13,11,8,10,7,6,100,77,57,1024,1016,1012,31,13,5,27,16,,0.25,2,Rain,140
12/29/2015,12,10,9,10,8,6,95,82,67,1022,1018,1012,31,12,10,34,19,,0,4,Rain,187
12/30/2015,14,12,9,10,8,5,95,74,50,1019,1010,1004,26,12,5,45,32,69,0.51,7,Rain,185
12/31/2015,11,8,5,8,4,2,87,74,51,1020,1012,1005,31,13,6,47,24,69,2.03,3,Rain,221
1/1/2014,11,8,6,9,7,4,94,86,73,1002,993,984,31,11,2,40,26,66,9.91,4,Rain,186
1/2/2014,11,9,6,9,6,4,94,81,60,998,993,985,31,15,5,32,21,50,1.02,2,Rain,214
1/3/2014,11,8,6,9,5,2,94,76,54,1000,994,991,31,12,0,50,29,69,7.11,2,Rain-Thunderstorm,219
1/4/2014,9,6,3,8,6,2,93,85,65,1001,993,987,31,12,5,35,21,39,9.91,4,Rain,211
1/5/2014,12,7,1,11,4,-1,100,88,77,1004,1000,993,31,14,5,35,16,,0.25,5,Rain,199
1/6/2014,12,10,8,11,8,6,94,78,60,999,994,992,31,12,5,50,29,61,2.03,4,Rain,219
1/7/2014,12,10,8,8,7,6,87,78,63,1008,1003,999,31,13,5,39,27,55,5.08,3,Rain,219
1/8/2014,12,9,7,11,7,6,94,85,69,1015,1012,1005,27,14,6,24,18,37,1.02,3,Rain,197
1/9/2014,11,8,5,11,5,2,94,76,53,1014,1006,999,31,13,5,40,26,60,0,4,Rain,247
1/10/2014,11,7,2,7,4,2,93,85,66,1015,1014,1013,31,17,10,24,13,32,0.25,3,Rain,216
1/11/2014,9,4,0,7,3,-1,100,80,51,1025,1019,1012,31,12,6,24,14,,0,4,Rain,259
1/12/2014,10,4,-2,9,3,-2,100,91,79,1025,1016,1004,31,9,1,32,10,,0.51,6,Fog-Rain,126
1/13/2014,9,7,5,8,4,3,93,85,71,1008,1005,1000,31,16,5,34,19,,5.08,2,Rain,205
1/14/2014,7,4,1,5,2,0,100,82,55,1007,1004,1000,31,15,10,21,13,,0.25,3,Rain,242
1/15/2014,11,8,5,10,8,5,100,91,83,1004,998,992,31,12,5,26,18,,1.02,5,Rain,195
1/16/2014,11,8,6,9,6,4,94,85,67,993,990,987,31,14,3,27,18,47,3.05,3,Rain,188
1/17/2014,9,7,5,7,6,4,93,86,68,994,991,987,31,13,5,29,19,47,4.06,3,Rain,192
1/18/2014,11,8,6,8,6,5,100,84,71,994,991,989,31,14,3,32,14,,0.51,4,Rain,141
1/19/2014,8,6,2,7,4,1,93,79,53,1002,995,990,31,15,10,19,13,,0,3,Rain,203
1/20/2014,9,4,1,5,3,0,100,86,60,1012,1008,1002,21,10,2,8,3,,0.25,2,Fog,342
1/21/2014,8,4,1,5,3,1,100,88,66,1012,1010,1005,31,9,0,26,8,,0.25,4,Fog-Rain,162
1/22/2014,11,8,6,7,6,4,100,87,62,1012,1007,1003,31,13,6,23,14,32,0.25,5,Rain,221
1/23/2014,8,6,2,6,3,0,100,81,50,1016,1012,1010,31,14,5,26,13,45,1.02,2,Rain,265
1/24/2014,8,4,2,6,3,1,93,85,71,1016,1014,1012,31,15,6,19,11,,5.08,6,Rain,164
1/25/2014,12,9,5,8,6,0,100,83,48,1015,1012,1007,31,10,2,40,13,61,2.03,4,Fog-Rain,249
1/26/2014,9,6,2,8,3,0,93,80,62,1016,1002,990,31,14,3,37,19,39,5.08,4,Rain,232
1/27/2014,8,5,2,4,2,-1,87,80,61,993,990,987,31,16,9,34,23,47,2.03,3,Rain,228
1/28/2014,10,7,4,5,4,3,93,82,60,988,985,983,31,15,6,29,18,,0.25,3,Rain,176
1/29/2014,5,4,3,4,3,2,93,90,85,1000,994,989,31,10,3,24,14,,13.97,6,Rain,91
1/30/2014,6,4,3,4,3,2,100,89,76,1005,1002,1000,27,7,3,16,10,,0,6,Rain,20
1/31/2014,9,5,1,8,4,1,100,90,72,1006,998,985,23,7,0,37,13,50,7.11,5,Fog-Rain,173
2/1/2014,9,7,5,9,3,0,100,73,46,996,990,982,31,13,3,50,24,71,0,2,Rain,220
2/2/2014,10,8,5,4,3,1,93,71,43,1011,1005,997,31,16,10,37,24,47,0,2,,216
2/3/2014,8,6,3,5,3,2,93,79,55,1010,1003,997,31,15,10,32,18,,0,4,,133
2/4/2014,9,7,4,4,3,1,87,76,50,1001,996,986,31,14,6,39,21,53,0.51,4,Rain,176
2/5/2014,10,8,5,7,4,2,93,75,56,990,982,977,26,13,6,45,34,66,2.03,4,Rain,192
2/6/2014,10,8,6,9,6,3,100,82,62,996,989,980,29,12,2,35,26,40,7.11,4,Rain,190
2/7/2014,9,7,4,9,4,0,100,78,46,997,989,977,31,12,3,39,19,58,0.51,4,Rain,230
2/8/2014,9,8,7,8,4,0,93,74,50,987,979,976,31,14,3,45,32,69,2.03,3,Rain,208
2/9/2014,8,7,4,3,1,-2,81,65,42,991,985,978,31,14,10,47,34,66,0,3,Rain,228
2/10/2014,9,6,3,6,3,1,100,83,64,1001,993,989,31,14,6,26,11,,1.02,4,Rain,228
2/11/2014,8,5,2,6,2,-1,93,75,43,1002,996,989,31,14,6,40,19,58,2.03,3,Rain,222
2/12/2014,9,6,2,6,2,-1,93,74,49,1003,994,985,31,14,5,52,26,76,7.87,3,Rain-Thunderstorm,211
2/13/2014,8,6,3,2,1,-1,81,66,45,1000,992,989,31,15,10,42,27,48,0,2,,236
2/14/2014,12,8,3,10,4,0,94,81,60,1001,989,975,31,14,5,63,24,90,8.89,5,Rain,180
2/15/2014,11,8,5,5,3,2,87,67,51,1002,989,977,31,15,9,66,47,85,0.51,4,Rain,237
2/16/2014,11,6,2,4,2,-1,100,74,38,1009,1007,1002,31,17,7,21,16,,0,1,Rain,228
2/17/2014,11,7,2,7,5,3,100,83,58,1009,1008,1006,31,13,5,27,14,42,0.25,4,Rain,171
2/18/2014,11,8,5,8,7,4,93,88,75,1010,1008,1007,31,14,9,23,14,,6.1,4,Rain,203
2/19/2014,10,7,4,8,6,3,100,88,66,1013,1011,1009,31,12,1,24,13,,0,5,Fog-Rain,221
2/20/2014,13,9,6,10,7,3,100,84,49,1009,1001,998,31,11,3,34,21,42,1.02,4,Rain,218
2/21/2014,11,7,3,4,2,0,93,70,37,1005,1003,1001,31,15,10,39,19,55,0,2,Rain,234
2/22/2014,12,8,4,5,3,1,87,68,38,1013,1009,1004,31,16,10,29,21,,0,2,,228
2/23/2014,12,10,7,7,6,4,87,73,57,1012,1010,1008,31,15,10,37,27,60,0,5,Rain,197
2/24/2014,14,11,7,8,6,4,87,74,50,1009,1005,1000,31,17,9,32,19,50,0.51,3,Rain,181
2/25/2014,11,8,6,8,5,3,93,78,58,1006,1000,998,31,15,5,35,24,53,3.05,3,Rain-Snow,200
2/26/2014,12,7,3,5,3,1,93,73,38,1016,1013,1007,31,18,10,27,14,,0,3,Rain,224
2/27/2014,12,7,3,7,3,1,93,73,39,1014,1007,1003,31,15,5,34,23,50,2.03,3,Rain,222
2/28/2014,8,5,2,5,3,-1,93,85,63,1004,999,993,31,12,6,24,13,,5.08,5,Rain,53
3/1/2014,10,6,1,4,1,-2,100,75,35,1004,1002,1001,31,9,0,14,8,,0,2,Fog,273
3/2/2014,10,6,2,6,4,1,93,82,56,1002,993,982,31,12,6,35,18,53,0.25,4,Rain,190
3/3/2014,9,6,3,5,3,2,93,83,63,996,986,982,31,14,10,21,10,,0.76,3,Rain,191
3/4/2014,11,6,0,5,2,-1,100,78,47,1012,1004,996,31,13,5,16,8,,0,3,Fog-Rain,265
3/5/2014,13,7,0,4,2,-1,100,72,40,1025,1020,1012,31,15,8,21,6,,0.25,1,,248
3/6/2014,13,9,5,7,5,3,93,77,50,1026,1024,1022,31,15,7,32,14,42,0,2,,206
3/7/2014,17,11,6,9,7,4,88,72,43,1029,1023,1019,31,13,10,27,14,,0,3,Rain,228
3/8/2014,16,11,7,7,4,2,93,65,29,1029,1025,1021,31,11,6,27,18,,0,6,,156
3/9/2014,19,12,6,7,4,3,81,58,28,1024,1022,1021,26,9,5,24,10,34,0,,,170
3/10/2014,13,8,4,8,4,2,87,73,57,1033,1028,1023,31,12,6,23,8,,0,6,,27
3/11/2014,11,8,6,7,4,2,87,76,61,1034,1033,1032,31,12,7,21,14,,0,6,Rain,55
3/12/2014,16,9,2,8,4,1,93,76,40,1034,1032,1030,19,9,3,11,8,,0,4,,31
3/13/2014,18,10,2,7,5,2,100,75,26,1031,1030,1028,16,4,0,11,5,,0,4,Fog,27
3/14/2014,17,9,2,7,5,2,100,73,35,1031,1027,1024,11,5,1,26,8,,0,1,Fog,280
3/15/2014,18,12,7,6,5,2,87,64,24,1029,1026,1025,31,18,5,27,16,,0,1,,277
3/16/2014,19,13,7,8,6,3,87,63,28,1026,1024,1022,31,19,7,24,16,,0,,,266
3/17/2014,14,9,5,7,6,4,93,74,47,1024,1021,1019,31,13,5,21,14,,0,3,,263
3/18/2014,14,10,7,8,6,3,87,69,41,1021,1017,1014,31,13,9,39,21,50,0,4,Rain,259
3/19/2014,16,11,7,7,5,4,93,68,35,1024,1022,1019,31,18,8,26,18,,0,2,,241
3/20/2014,14,10,7,9,7,5,94,77,48,1019,1009,1004,31,12,6,42,23,60,3.05,5,Rain,218
3/21/2014,13,10,7,6,3,-1,93,67,30,1008,1005,999,31,14,7,37,19,48,3.05,2,Rain,232
3/22/2014,12,8,4,5,2,-2,93,67,30,1002,999,998,31,11,5,35,23,48,0,2,Rain,237
3/23/2014,11,6,1,3,1,-3,93,65,29,1015,1008,1002,31,14,10,32,16,39,0,2,Rain,292
3/24/2014,11,6,-1,4,1,-2,93,67,36,1015,1012,1008,31,14,8,27,11,,0.25,3,Fog-Rain,163
3/25/2014,9,7,4,6,4,1,100,80,55,1016,1009,1005,31,13,7,24,13,,5.08,5,Rain,96
3/26/2014,9,6,2,4,2,-1,100,80,39,1020,1017,1014,27,10,1,26,10,,2.03,4,Fog-Rain,3
3/27/2014,11,7,3,4,2,-1,93,75,40,1014,1013,1011,23,10,5,27,10,,0,4,Fog-Rain,67
3/28/2014,14,9,3,6,3,0,100,70,32,1016,1015,1013,18,6,1,27,13,,0,2,Rain,82
3/29/2014,19,13,8,7,4,-1,93,57,18,1016,1014,1012,31,9,3,34,16,,0,,,99
3/30/2014,19,13,7,7,5,2,87,56,25,1014,1013,1012,27,9,5,21,8,,0,,Rain,114
3/31/2014,17,13,9,9,7,6,82,63,42,1014,1013,1011,31,20,10,21,11,27,1.02,,Rain,141
4/1/2014,19,13,7,11,9,6,100,80,39,1012,1010,1008,19,7,0,16,5,,0,4,Fog-Rain,6
4/2/2014,18,14,11,11,9,7,88,71,48,1008,1004,1000,10,8,5,23,13,,0,1,Rain,85
4/3/2014,18,14,11,11,9,9,88,75,52,1002,1000,999,21,7,3,26,11,,0,5,,96
4/4/2014,15,12,9,10,8,6,88,71,46,1012,1008,1002,31,11,2,24,14,,0,5,,253
4/5/2014,14,10,6,11,8,5,100,83,56,1014,1013,1012,31,12,1,26,13,50,0,5,Fog-Rain,197
4/6/2014,16,14,12,12,12,11,94,88,67,1014,1013,1012,31,12,5,35,21,48,2.03,6,Rain,213
4/7/2014,14,11,8,12,11,6,94,87,76,1013,1009,1004,31,14,5,29,23,42,2.03,5,Rain,209
4/8/2014,14,9,5,6,3,-1,87,64,26,1026,1018,1010,31,15,10,39,23,,0,2,Rain,269
4/9/2014,17,10,4,7,6,3,93,68,38,1027,1026,1024,31,14,6,23,13,,0,2,,261
4/10/2014,16,11,6,6,5,3,93,62,31,1025,1022,1020,31,14,9,19,10,,0,3,,278
4/11/2014,16,12,9,5,4,2,71,53,28,1023,1021,1020,31,18,10,13,8,,0,1,,351
4/12/2014,14,10,6,7,5,3,87,66,42,1022,1019,1017,31,16,10,29,11,,0,1,,262
4/13/2014,16,12,8,8,5,2,93,63,33,1024,1021,1020,31,14,9,26,14,,0,2,,283
4/14/2014,16,11,6,5,3,0,87,57,25,1028,1024,1022,31,17,10,21,13,,0,1,,330
4/15/2014,14,9,3,4,2,0,81,58,26,1031,1030,1028,31,20,10,21,10,,0,1,,64
4/16/2014,17,10,3,4,1,-6,87,54,15,1030,1027,1024,31,20,10,16,11,,0,1,,139
4/17/2014,17,11,6,7,4,1,81,59,27,1024,1020,1017,31,17,10,21,11,,0,2,,279
4/18/2014,12,9,6,5,2,-1,81,57,28,1022,1020,1019,31,15,10,19,13,,0,3,,21
4/19/2014,14,9,3,4,2,0,81,59,33,1021,1018,1015,31,14,10,23,11,,0,4,,56
4/20/2014,14,10,7,11,8,3,94,84,68,1015,1007,1003,18,7,2,24,13,39,8.89,6,Rain,58
4/21/2014,19,12,5,11,8,4,100,78,31,1007,1005,1004,26,7,0,14,6,,9.91,3,Fog-Rain-Thunderstorm,356
4/22/2014,16,13,9,10,9,7,100,82,49,1014,1008,1004,31,8,2,24,11,40,0,5,Rain,206
4/23/2014,16,11,6,11,8,6,100,79,43,1020,1017,1014,31,10,5,24,13,,0.51,2,Rain,166
4/24/2014,17,13,10,10,8,6,94,72,34,1021,1019,1016,31,12,6,14,8,,0,3,Rain,116
4/25/2014,12,10,8,11,9,7,100,91,77,1016,1012,1009,19,7,3,26,10,,6.1,6,Rain,329
4/26/2014,16,12,7,10,7,4,100,72,40,1009,1005,1003,31,12,3,34,19,52,0.76,3,Rain,162
4/27/2014,14,11,8,9,7,4,94,74,50,1007,1003,1001,31,12,9,24,18,,0.76,3,Rain,95
4/28/2014,18,13,9,10,8,6,94,73,35,1014,1010,1008,31,10,4,23,11,,0,4,Rain,60
4/29/2014,17,13,8,11,9,7,95,76,45,1014,1012,1011,31,9,3,19,8,,0,3,Rain,76
4/30/2014,19,13,6,10,7,5,100,72,33,1014,1012,1011,31,9,0,24,8,,0,2,Fog,214
5/1/2014,14,12,9,11,10,8,100,89,74,1015,1010,1009,31,8,1,14,10,,6.1,5,Rain,219
5/2/2014,12,9,6,10,6,2,94,75,53,1029,1023,1015,31,11,2,19,13,,0,5,Rain,26
5/3/2014,14,8,2,3,1,-1,87,56,26,1030,1028,1026,31,16,10,14,8,,0,1,,39
