AEDT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
9/1/2015,17,12,8,9,4,2,82,54,25,1016,1014,1013,31,19,10,27,14,,0,1,,230
9/2/2015,20,13,7,9,6,3,76,52,27,1018,1014,1008,31,25,10,29,13,,2.03,6,Rain,352
9/3/2015,20,16,11,11,8,2,94,61,19,1014,1007,1004,31,12,10,42,19,60,3.05,5,Rain,264
9/4/2015,17,14,12,13,11,8,100,73,49,1022,1020,1014,26,10,4,35,29,48,0.25,5,Rain,198
9/5/2015,19,15,11,12,10,8,88,69,39,1023,1021,1019,31,13,10,27,14,,2.03,4,Rain,223
9/6/2015,17,14,12,13,12,10,90,78,54,1025,1022,1020,26,12,7,23,13,,3.05,6,Rain,253
9/7/2015,24,17,9,12,7,-1,100,56,18,1021,1017,1013,31,11,5,40,16,47,0.25,1,Fog,309
9/8/2015,20,14,9,7,1,-2,63,38,15,1019,1017,1015,10,10,10,35,24,52,0,1,,268
9/9/2015,17,13,10,10,6,3,68,53,32,1026,1022,1019,31,13,10,32,21,,0,1,,218
9/10/2015,18,14,11,11,8,6,82,58,34,1032,1029,1026,31,13,10,32,16,,0,4,,188
9/11/2015,23,18,14,10,8,6,72,51,28,1032,1029,1027,31,16,10,34,14,,0,5,,348
9/12/2015,25,18,11,14,10,6,88,61,23,1028,1026,1024,31,27,19,24,10,,0,,,340
9/13/2015,23,18,12,16,12,8,88,65,29,1028,1026,1024,31,23,10,27,14,,0,1,,12
9/14/2015,24,19,14,15,13,11,88,64,40,1026,1023,1019,31,29,26,39,14,,0,,,18
9/15/2015,31,22,14,13,7,2,94,41,9,1019,1013,1008,31,28,19,50,19,64,0,,,306
9/16/2015,19,16,12,12,8,4,68,55,32,1018,1016,1015,31,13,10,27,18,,0,2,,174
9/17/2015,18,15,12,14,11,8,94,70,51,1023,1019,1016,31,12,9,37,16,53,1.02,3,Rain-Thunderstorm,188
9/18/2015,18,16,13,12,10,8,95,67,44,1027,1025,1023,31,12,5,42,29,50,9.91,4,Rain,181
9/19/2015,19,16,12,13,11,7,100,72,41,1027,1025,1024,31,11,5,29,16,,0,6,Rain,143
9/20/2015,18,14,12,14,11,8,94,73,48,1025,1023,1021,31,12,5,21,11,,0.51,4,Rain,83
9/21/2015,23,18,12,14,12,8,94,68,34,1021,1017,1014,31,12,8,29,13,26,0.25,2,Fog-Rain,342
9/22/2015,18,16,13,12,8,4,77,56,29,1023,1018,1013,31,13,10,48,26,66,0,4,Rain,215
9/23/2015,14,12,11,9,6,2,88,63,45,1027,1025,1023,27,11,5,58,42,76,3.05,4,Rain,213
9/24/2015,14,11,9,12,8,2,100,76,51,1027,1025,1024,31,9,3,63,39,82,13.97,5,Rain,209
9/25/2015,16,13,10,12,9,7,94,73,46,1030,1028,1026,26,10,5,47,37,66,0.51,6,Rain,187
9/26/2015,18,16,12,12,9,4,94,66,29,1028,1026,1024,31,12,6,29,24,50,2.03,5,Rain,167
9/27/2015,17,14,12,12,9,8,94,69,47,1025,1022,1020,31,12,5,42,26,52,0,5,Rain,210
9/28/2015,20,16,11,10,8,5,77,58,29,1021,1019,1017,31,16,10,21,14,,0,2,,178
9/29/2015,25,18,11,12,9,4,82,52,18,1020,1017,1015,31,19,10,32,13,,0,2,,343
9/30/2015,20,18,17,16,12,9,88,67,47,1025,1021,1018,31,12,10,32,21,,0,5,Rain,145
10/1/2015,24,20,16,18,14,13,100,69,44,1028,1025,1022,26,12,10,32,14,,0,4,,49
10/2/2015,23,20,17,17,13,10,94,66,34,1034,1032,1028,31,13,10,35,18,,0,3,,118
10/3/2015,30,22,14,16,13,6,88,55,13,1032,1028,1023,31,27,19,27,14,,0,,,345
10/4/2015,34,26,17,17,4,-3,83,27,4,1024,1022,1020,31,28,19,29,14,47,0,,,308
10/5/2015,37,27,16,17,8,-2,83,41,4,1024,1022,1019,31,24,10,24,11,,0,1,,303
10/6/2015,35,28,20,15,9,5,64,30,10,1023,1021,1018,31,31,31,42,14,,0,,,350
10/7/2015,24,21,17,17,11,5,83,57,30,1037,1029,1020,31,10,6,58,24,77,0,6,,174
10/8/2015,21,18,16,14,9,7,73,53,38,1039,1037,1035,26,12,10,34,23,,0,6,Rain,83
10/9/2015,24,21,17,15,12,8,73,55,26,1035,1032,1028,26,13,10,34,18,,0,5,,15
10/10/2015,26,21,16,16,14,12,88,68,33,1030,1027,1024,31,15,9,21,11,,0,2,,65
10/11/2015,26,20,15,17,15,13,94,72,40,1025,1021,1017,26,13,8,32,11,,2.03,4,Rain-Thunderstorm,351
10/12/2015,29,23,17,18,13,9,88,58,23,1019,1015,1011,31,15,10,42,18,61,3.05,3,Rain-Thunderstorm,359
10/13/2015,20,19,17,17,16,14,94,81,67,1026,1022,1018,26,11,8,35,26,52,2.03,6,Rain,151
10/14/2015,25,21,17,16,15,13,94,68,38,1027,1025,1024,26,12,10,34,14,,0.25,3,Rain,37
10/15/2015,26,21,17,18,16,14,88,67,40,1027,1023,1020,26,13,10,45,21,,0,1,,17
10/16/2015,31,24,18,17,16,12,88,60,26,1023,1020,1017,31,22,10,37,16,,0,1,,20
10/17/2015,24,21,19,19,17,15,88,75,54,1026,1022,1019,26,12,10,29,16,,0.76,2,Rain,146
10/18/2015,22,20,19,19,14,12,94,70,47,1030,1028,1026,26,12,9,29,23,,0,6,Rain,133
10/19/2015,27,23,19,19,16,13,88,65,40,1028,1024,1021,26,13,9,35,18,,0,5,Rain,35
10/20/2015,29,24,19,19,16,15,83,62,34,1021,1018,1015,26,15,10,35,14,,5.08,3,Rain-Thunderstorm,22
10/21/2015,29,24,19,18,14,11,88,55,24,1015,1012,1010,26,15,10,32,13,,0.76,6,Rain,341
10/22/2015,23,19,16,18,16,13,100,84,43,1018,1012,1010,23,10,2,53,24,72,5.08,6,Rain,195
10/23/2015,19,17,14,14,11,9,88,66,41,1024,1021,1018,31,12,10,40,27,47,0,6,Rain,190
10/24/2015,24,18,13,13,11,10,82,60,34,1024,1022,1020,31,13,10,35,14,,0,3,,6
10/25/2015,25,20,15,17,14,11,83,63,33,1022,1019,1016,31,18,10,39,16,,0,2,,21
10/26/2015,26,21,17,19,15,11,94,66,28,1020,1015,1013,31,13,9,64,16,82,3.05,5,Rain-Thunderstorm,297
10/27/2015,19,17,16,17,11,5,94,64,38,1027,1024,1020,26,11,8,58,40,71,0.51,6,Rain,173
10/28/2015,21,17,13,12,9,6,82,57,31,1026,1024,1021,26,12,10,26,18,,0.25,5,Rain,114
10/29/2015,23,18,13,10,8,6,68,49,24,1024,1023,1021,31,14,10,27,13,,0,4,,54
10/30/2015,24,19,15,13,11,9,77,53,30,1024,1022,1020,31,14,10,34,14,,0,4,,5
10/31/2015,26,21,16,16,14,11,83,63,30,1022,1020,1017,31,13,10,39,21,53,0,6,Rain,23
11/1/2015,28,22,17,19,16,14,88,67,32,1018,1012,1008,26,12,6,39,18,,4.06,4,Rain-Thunderstorm,22
11/2/2015,32,25,18,20,17,12,94,68,21,1014,1010,1008,31,13,8,34,19,52,0.25,4,Rain-Thunderstorm,309
11/3/2015,21,19,17,19,17,16,100,90,78,1019,1016,1014,26,10,5,34,27,,1.02,6,Rain,189
11/4/2015,19,18,17,18,17,14,100,92,73,1019,1017,1016,26,7,2,42,21,63,5.08,6,Rain,94
11/5/2015,23,19,16,19,17,16,100,86,68,1019,1013,1008,19,8,4,45,26,63,1.02,6,Rain,37
11/6/2015,30,24,19,19,17,14,100,75,30,1009,1007,1005,31,11,5,35,18,,4.06,5,Rain-Thunderstorm,332
11/7/2015,24,20,17,19,16,11,94,77,53,1019,1013,1008,26,11,6,42,18,53,0,5,,171
11/8/2015,20,18,16,15,12,11,83,66,46,1023,1020,1017,26,12,6,42,31,48,0,5,Rain,180
11/9/2015,23,18,13,13,11,9,88,60,35,1022,1019,1016,31,14,10,26,14,,0,3,,47
11/10/2015,26,21,16,18,13,9,88,60,25,1019,1015,1012,31,21,10,32,13,,0,4,,19
11/11/2015,23,21,19,18,17,15,94,79,51,1022,1020,1017,26,11,8,29,21,,0.51,6,Rain,151
11/12/2015,26,22,18,18,16,12,88,66,32,1022,1018,1015,26,12,10,40,16,,2.03,6,Rain,16
11/13/2015,28,22,17,19,17,13,96,74,32,1015,1012,1009,31,11,5,29,14,,18.03,4,Rain-Thunderstorm,125
11/14/2015,20,18,17,17,15,13,94,81,60,1016,1013,1012,31,11,6,34,24,,1.02,6,Rain,165
11/15/2015,20,18,15,16,13,11,100,75,52,1020,1017,1015,26,11,5,39,29,,2.03,6,Rain,169
11/16/2015,22,18,14,14,11,6,88,58,28,1021,1019,1017,31,14,10,34,19,,0,3,Rain,155
11/17/2015,26,20,14,15,12,8,77,53,26,1019,1017,1014,31,22,10,40,16,,0,2,,2
11/18/2015,37,27,17,18,12,2,83,48,6,1016,1012,1008,31,22,10,47,18,58,0,1,,288
11/19/2015,34,26,18,20,16,13,88,55,20,1015,1012,1010,31,18,10,27,14,,0,1,,355
11/20/2015,43,32,21,22,14,-1,94,55,4,1013,1009,1004,26,13,10,48,21,69,0,2,,224
11/21/2015,21,19,18,19,13,10,88,63,40,1021,1016,1011,26,12,10,47,32,64,0,6,Rain,158
11/22/2015,22,20,18,14,12,10,68,54,36,1021,1017,1014,26,12,10,29,16,,0,5,,54
11/23/2015,23,20,17,18,16,13,78,70,46,1016,1012,1010,26,12,10,37,16,,0,3,,192
11/24/2015,26,22,18,16,14,13,83,60,36,1017,1015,1012,31,13,10,42,19,55,0,2,,49
11/25/2015,32,25,18,18,15,2,83,54,7,1014,1009,1003,31,26,19,48,18,66,0,,,11
11/26/2015,39,29,19,19,9,-8,88,37,4,1014,1002,999,31,14,9,60,24,72,0,6,,315
11/27/2015,22,19,16,15,13,11,88,62,42,1016,1014,1012,26,11,10,29,19,,0.25,4,Rain,116
11/28/2015,24,21,18,16,14,12,73,58,37,1017,1016,1015,31,13,10,35,19,,0,6,,52
11/29/2015,27,23,20,19,18,16,88,71,48,1016,1011,1008,26,12,10,40,27,50,0,4,Rain,32
11/30/2015,26,22,18,19,17,15,94,70,44,1012,1010,1007,31,13,10,47,23,64,0,3,,108
12/1/2015,37,28,20,18,14,2,83,46,5,1011,1008,1004,31,28,23,50,14,64,0,,,11
12/2/2015,21,19,18,18,13,6,88,68,34,1025,1016,1008,31,12,10,52,40,66,0,6,,174
12/3/2015,22,19,15,12,9,6,68,49,31,1028,1026,1024,31,12,10,24,19,,0,4,Rain,138
12/4/2015,23,19,15,13,11,9,72,55,31,1028,1025,1023,31,13,10,26,13,,0,3,,91
12/5/2015,26,21,16,15,13,10,82,55,28,1023,1020,1017,31,19,10,35,14,,0,1,,8
12/6/2015,27,22,18,17,14,9,83,59,26,1021,1019,1017,31,13,10,34,14,,0,5,,53
12/7/2015,26,22,19,17,16,12,88,64,38,1022,1020,1018,31,13,10,27,14,,0,5,,71
12/8/2015,26,23,21,20,18,17,83,70,50,1021,1017,1014,31,12,10,35,19,53,0,6,Rain,37
12/9/2015,33,26,19,21,19,16,100,64,30,1016,1013,1010,31,12,7,37,19,55,0.76,3,Rain-Thunderstorm,22
12/10/2015,26,22,19,19,18,17,94,77,51,1016,1013,1010,26,11,9,42,26,61,0,4,,142
12/11/2015,36,28,20,21,10,-12,94,50,4,1010,1005,1001,31,12,9,47,18,61,0,6,Rain,247
12/12/2015,22,20,18,15,12,9,73,56,38,1020,1015,1010,26,11,10,32,24,,0,5,,128
12/13/2015,25,21,18,16,14,12,69,57,36,1020,1017,1014,26,13,10,42,21,50,0,6,,37
12/14/2015,28,23,18,18,16,13,88,62,32,1015,1014,1012,31,23,19,23,13,,0,,,63
12/15/2015,27,23,20,21,19,17,94,75,46,1016,1014,1011,31,11,8,39,14,50,0.51,5,Rain-Thunderstorm,51
12/16/2015,25,20,16,21,17,13,94,78,50,1018,1015,1013,31,11,1,64,19,87,6.1,5,Rain-Thunderstorm,73
12/17/2015,27,21,16,18,16,14,94,65,35,1019,1017,1016,31,13,10,35,13,,0,2,,30
12/18/2015,29,24,20,18,16,14,83,57,31,1018,1015,1012,31,31,31,45,21,,0,,,26
12/19/2015,33,27,20,19,17,13,83,58,20,1014,1013,1011,31,28,23,45,18,,0,,,30
12/20/2015,32,26,19,18,17,14,83,54,29,1014,1010,1006,31,24,14,53,24,72,0,,,29
12/21/2015,27,23,19,20,18,15,100,77,40,1024,1015,1008,26,10,3,42,23,58,13.97,6,Rain,159
12/22/2015,20,18,17,18,17,14,100,87,66,1023,1022,1020,19,8,2,29,21,,16,7,Rain,155
12/23/2015,24,21,17,17,14,11,83,64,34,1021,1019,1017,26,12,8,27,19,,0.25,5,Rain,131
12/24/2015,25,21,18,15,13,9,78,57,28,1021,1019,1018,31,12,10,29,19,,0,2,,115
12/25/2015,26,22,17,19,14,11,88,60,28,1020,1016,1013,31,12,5,32,18,,0,3,Rain,52
12/26/2015,27,23,19,22,19,17,100,76,46,1013,1008,1005,31,12,5,40,16,,0.51,5,Rain-Thunderstorm,7
12/27/2015,24,20,16,21,14,11,94,70,48,1023,1016,1008,31,11,6,55,37,71,0,5,Rain,182
12/28/2015,21,18,15,14,13,11,94,66,42,1025,1023,1021,26,12,10,39,29,,0.25,5,Rain,182
12/29/2015,23,20,16,14,11,9,77,55,29,1024,1022,1020,31,13,10,26,18,,0,2,,160
12/30/2015,24,19,14,15,13,8,82,61,28,1021,1019,1018,31,14,10,23,13,,0,1,,109
12/31/2015,28,23,18,16,14,13,83,59,30,1020,1017,1015,31,14,10,35,13,,0,3,,22
1/1/2014,28,23,19,19,16,15,78,62,40,1017,1012,1007,31,13,10,39,19,,0,5,Rain,41
1/2/2014,37,29,22,21,17,7,94,64,9,1007,1004,1001,31,13,9,47,14,50,0.25,6,Rain,210
1/3/2014,28,24,21,21,17,12,88,65,32,1008,1002,997,26,11,9,32,18,,0.25,6,Rain,49
1/4/2014,25,22,20,21,17,14,88,68,41,1009,1002,997,23,11,8,52,24,64,0,3,,150
1/5/2014,29,24,20,19,17,14,83,62,38,1010,1007,1002,26,12,10,47,24,72,0,2,Rain,34
1/6/2014,30,25,20,19,9,-7,88,45,4,1016,1008,1004,26,11,10,39,18,50,0,2,,197
1/7/2014,21,19,17,14,13,11,77,59,42,1022,1018,1015,26,12,8,39,24,53,0,6,Rain,149
1/8/2014,21,19,17,15,13,11,88,63,45,1024,1022,1020,31,12,7,32,23,,0.25,6,Rain,132
1/9/2014,23,21,18,14,11,7,73,51,26,1025,1023,1021,31,13,10,29,18,,0.51,6,Rain,55
1/10/2014,27,23,18,19,16,13,94,64,36,1023,1020,1018,31,13,10,37,16,,0,4,Rain,52
1/11/2014,32,26,19,19,17,15,88,59,27,1019,1016,1013,31,24,10,32,16,,0,1,,24
1/12/2014,28,24,21,20,19,17,94,74,48,1021,1017,1015,31,12,10,32,16,,0,4,Rain,141
1/13/2014,26,23,20,17,16,13,83,63,35,1022,1020,1019,31,12,10,26,19,,0,2,,140
1/14/2014,29,24,19,19,16,13,73,55,27,1022,1020,1018,31,13,10,39,18,48,0,3,,19
1/15/2014,31,26,21,20,18,16,78,61,32,1022,1019,1016,26,17,10,48,24,64,0,1,,30
1/16/2014,30,26,22,20,18,17,78,61,39,1019,1017,1015,31,29,26,35,23,,0,,,39
1/17/2014,30,26,21,20,18,16,83,62,36,1018,1015,1012,31,14,10,45,21,63,0,1,,33
1/18/2014,31,26,20,19,17,16,83,60,31,1014,1011,1007,31,27,10,47,23,53,0,1,,33
1/19/2014,24,22,20,21,20,18,94,82,61,1012,1009,1008,31,11,10,35,21,53,0,4,,176
1/20/2014,26,23,20,21,19,18,100,85,59,1011,1009,1007,19,10,4,35,18,,0.25,5,Rain,166
1/21/2014,25,22,19,20,18,17,100,79,57,1012,1009,1007,26,11,5,21,16,,0.25,6,Rain,113
1/22/2014,22,21,19,20,17,14,100,74,54,1023,1017,1012,26,11,6,34,21,,0,6,Rain,154
1/23/2014,25,22,19,18,14,12,83,59,35,1023,1021,1018,31,12,10,27,21,,0,6,,81
1/24/2014,28,24,20,21,18,17,89,70,42,1019,1011,1004,31,12,10,47,18,,1.02,7,Rain,357
1/25/2014,22,21,19,18,14,10,88,63,37,1021,1013,1006,31,12,10,47,27,53,0,4,Rain,185
1/26/2014,23,19,16,15,12,8,88,61,30,1026,1023,1021,31,12,7,27,19,,0,5,Rain,127
1/27/2014,27,22,17,17,13,10,73,54,29,1025,1023,1021,31,13,10,39,16,,0,3,Rain,24
1/28/2014,28,23,19,17,14,10,73,52,27,1022,1019,1016,31,20,10,48,27,64,0,1,,22
1/29/2014,31,26,21,18,16,14,73,55,29,1018,1015,1013,26,24,19,45,23,,0,,,32
1/30/2014,29,25,21,18,15,10,83,54,20,1020,1017,1015,31,22,10,47,23,60,0,3,,48
1/31/2014,30,24,19,17,14,11,78,52,25,1015,1013,1010,31,31,31,40,23,47,0,,,33
2/1/2014,27,24,21,20,19,17,88,74,48,1015,1013,1011,31,12,10,34,24,,0,3,,146
2/2/2014,29,26,22,19,18,14,83,61,33,1016,1014,1013,31,12,10,40,23,,0,2,,38
2/3/2014,29,26,22,18,16,10,73,54,21,1015,1013,1010,31,15,10,50,29,64,0,1,,29
2/4/2014,25,22,19,19,16,9,94,74,39,1023,1017,1010,26,10,5,50,27,66,0.51,6,Rain,156
2/5/2014,22,20,18,13,11,7,64,51,33,1024,1023,1021,31,13,10,37,27,,0,6,,154
2/6/2014,23,20,17,14,12,9,77,59,34,1022,1019,1016,31,13,10,26,14,,0,5,Rain,163
2/7/2014,27,21,16,16,13,12,77,55,31,1018,1016,1014,31,15,10,37,14,,0,2,,11
2/8/2014,30,24,19,19,16,12,78,56,25,1018,1016,1015,31,17,10,42,21,53,0,1,,28
2/9/2014,30,26,21,19,17,15,88,61,30,1019,1016,1013,31,12,10,42,24,55,0,2,,32
2/10/2014,23,22,20,19,18,17,94,78,61,1020,1017,1014,31,10,5,53,27,72,0,6,Rain,179
2/11/2014,25,22,20,20,19,17,94,78,60,1019,1016,1013,26,11,10,27,19,,0,6,Rain,158
2/12/2014,27,24,21,21,19,18,88,74,48,1018,1016,1014,23,11,9,32,21,,0,6,Rain,95
2/13/2014,29,26,21,21,18,14,94,64,32,1017,1013,1009,26,11,8,35,18,,0,6,Rain,40
2/14/2014,25,23,21,19,18,17,83,73,57,1012,1007,1005,26,12,10,24,14,,0,7,Rain,40
2/15/2014,27,24,21,22,21,19,94,82,55,1006,1001,997,26,10,6,27,14,,1.02,8,Rain,17
2/16/2014,24,22,19,23,21,18,100,88,73,1010,1001,997,26,9,3,42,19,53,4.06,7,Rain,174
2/17/2014,24,21,18,19,17,13,94,76,40,1014,1012,1009,31,11,6,35,24,,0,4,Rain,168
2/18/2014,24,22,19,20,17,14,83,72,53,1014,1011,1008,31,12,10,24,11,,0,5,Rain,48
2/19/2014,29,25,21,23,21,19,100,82,48,1008,1003,1000,26,10,1,34,14,,19.05,6,Rain,4
2/20/2014,26,23,20,21,13,7,94,53,21,1013,1007,1001,31,19,10,29,16,,0,6,,213
2/21/2014,25,22,18,16,9,1,65,45,17,1020,1015,1012,31,15,10,32,21,48,0,1,,195
2/22/2014,24,21,19,17,14,13,83,63,47,1023,1020,1018,31,12,10,26,21,,0,5,Rain,153
2/23/2014,24,21,19,16,14,10,73,58,43,1024,1022,1021,31,12,10,27,23,,0,4,,151
2/24/2014,26,22,19,18,16,13,73,62,44,1022,1019,1017,31,12,10,34,13,,0,3,,81
2/25/2014,29,24,20,18,17,14,88,63,31,1019,1015,1011,31,13,10,39,18,55,0,2,,16
2/26/2014,34,27,21,20,17,11,94,61,20,1015,1011,1009,26,13,5,37,18,48,4.06,3,Rain-Thunderstorm,30
2/27/2014,22,21,19,20,18,16,94,85,71,1022,1017,1013,26,11,3,40,24,,0,6,Rain,178
2/28/2014,22,20,18,18,16,13,94,74,51,1024,1022,1021,31,10,3,34,27,,1.02,6,Rain,162
3/1/2014,23,21,18,20,18,16,94,87,57,1022,1020,1018,26,10,3,35,18,,2.03,6,Rain,180
3/2/2014,23,21,18,19,17,14,94,80,52,1023,1020,1018,31,10,4,32,19,,0.25,6,Rain,176
3/3/2014,24,21,19,20,17,14,94,76,56,1026,1024,1022,31,10,5,27,18,,3.05,5,Rain,144
3/4/2014,26,22,19,18,17,14,94,72,42,1027,1024,1021,31,12,8,21,11,,0,4,Rain,355
3/5/2014,30,24,18,20,17,13,100,69,27,1021,1016,1013,31,12,0,42,13,60,12.95,3,Rain-Thunderstorm,337
3/6/2014,24,22,19,20,18,17,88,78,60,1020,1017,1015,26,11,10,47,24,60,0.25,5,,196
3/7/2014,27,23,19,19,18,16,83,68,45,1021,1019,1017,26,12,10,26,13,29,0,4,Rain-Thunderstorm,6
3/8/2014,28,24,21,19,17,10,88,66,23,1023,1021,1020,31,13,10,34,18,,0,3,,49
3/9/2014,27,23,20,19,17,13,88,63,33,1024,1022,1020,31,13,10,27,11,,0,3,Rain,15
3/10/2014,28,25,22,18,17,13,78,58,30,1024,1022,1021,31,12,10,32,16,,0,2,,30
3/11/2014,28,24,19,18,16,12,83,59,30,1024,1022,1019,31,11,10,34,14,,0,2,,6
3/12/2014,28,23,19,21,17,15,83,63,37,1020,1017,1015,31,16,10,29,14,,27.94,4,Rain,5
3/13/2014,24,21,18,21,18,16,100,82,59,1021,1019,1017,31,10,1,42,26,,0,4,Rain-Thunderstorm,180
3/14/2014,28,23,18,18,17,13,94,65,29,1019,1016,1013,31,16,10,37,14,,0,4,,8
3/15/2014,27,23,20,19,17,15,94,66,41,1014,1010,1006,31,15,1,34,18,50,9.91,4,Rain-Thunderstorm,8
3/16/2014,29,24,19,18,13,4,83,52,19,1013,1005,1002,31,16,5,39,18,58,4.06,2,Rain-Thunderstorm,302
3/17/2014,28,21,15,12,8,4,59,40,14,1019,1015,1012,31,17,10,34,18,,0,1,,318
3/18/2014,29,22,16,14,11,7,72,44,16,1021,1020,1018,31,31,31,27,13,,0,,,352
3/19/2014,24,21,18,20,18,12,88,72,43,1026,1023,1021,31,12,10,39,18,61,0,3,,175
3/20/2014,27,23,19,19,17,15,83,65,40,1027,1025,1023,31,13,10,32,16,,0,3,Rain,74
3/21/2014,27,24,21,20,17,14,88,64,36,1024,1020,1018,31,12,6,32,14,,0,4,Rain-Thunderstorm,11
3/22/2014,30,24,18,20,17,15,88,68,33,1019,1016,1013,31,12,3,32,14,47,1.02,3,Rain-Thunderstorm,33
3/23/2014,29,24,20,20,18,14,88,70,44,1018,1015,1012,31,12,10,27,19,,0,5,,144
3/24/2014,23,20,17,19,17,15,94,85,62,1017,1015,1014,31,10,1,58,29,72,35.05,4,Rain-Thunderstorm,218
3/25/2014,25,21,17,20,18,16,94,80,55,1022,1019,1016,31,12,10,24,13,,0.25,5,Rain,7
3/26/2014,25,22,20,21,20,18,94,85,65,1023,1022,1020,26,11,1,39,13,,12.95,6,Rain,52
3/27/2014,23,21,19,21,18,14,94,82,59,1023,1021,1018,26,11,9,35,13,53,5.08,7,Rain,350
3/28/2014,25,21,18,20,17,14,94,77,53,1020,1015,1012,31,12,9,16,10,,0.51,6,Rain,319
3/29/2014,23,21,19,19,17,16,89,75,60,1018,1015,1012,31,13,10,35,19,,0,6,,211
3/30/2014,25,22,19,19,17,16,94,73,50,1022,1019,1018,31,12,6,27,14,,2.03,4,Rain-Thunderstorm,192
3/31/2014,24,21,18,18,17,15,94,74,49,1022,1020,1018,31,12,10,19,13,,0,2,,358
4/1/2014,28,22,17,18,17,13,88,68,34,1020,1018,1016,31,14,10,32,13,,0,4,,343
4/2/2014,27,22,18,20,18,17,88,73,44,1018,1016,1014,31,13,10,26,11,,0,1,,3
4/3/2014,28,23,19,21,19,17,94,73,44,1018,1016,1014,31,11,8,27,13,,0.25,4,Fog,11
4/4/2014,22,20,19,20,18,17,94,85,72,1019,1017,1015,31,12,10,37,26,,3.05,6,Rain-Thunderstorm,209
4/5/2014,23,20,18,18,17,15,94,80,64,1020,1017,1016,31,12,10,45,18,71,0.25,4,Fog,222
4/6/2014,21,19,17,19,16,13,94,81,56,1024,1021,1018,31,9,3,45,24,60,7.87,6,Rain,196
4/7/2014,22,19,16,16,14,9,88,67,39,1026,1024,1022,31,12,6,35,24,,2.03,5,Rain,156
4/8/2014,23,20,17,16,14,12,83,65,41,1024,1021,1019,31,12,10,19,11,,0,5,Rain,338
4/9/2014,24,20,16,16,14,13,82,64,45,1021,1019,1017,31,13,10,21,11,,0,5,,16
4/10/2014,22,20,18,19,17,15,94,79,62,1018,1014,1009,31,12,8,13,10,,2.03,7,Rain,334
4/11/2014,27,23,19,19,18,15,100,76,40,1009,1005,1002,31,12,6,35,16,52,7.11,6,Rain,287
4/12/2014,21,19,17,17,14,13,88,74,59,1015,1011,1007,31,11,5,52,31,72,0.76,5,Rain,230
4/13/2014,21,18,16,17,14,10,94,73,45,1019,1016,1014,31,11,4,39,27,53,2.03,5,Rain,211
4/14/2014,19,17,14,15,13,8,88,74,57,1021,1019,1017,26,12,10,40,24,60,1.02,5,Rain,223
4/15/2014,21,17,14,17,13,9,100,76,39,1021,1019,1018,26,11,4,39,23,53,8.89,5,Rain,217
4/16/2014,21,18,14,15,13,11,88,70,56,1020,1018,1017,26,11,10,35,24,35,0.25,3,Rain,219
4/17/2014,21,17,13,15,12,9,82,66,40,1020,1018,1017,31,14,10,35,19,53,0,3,,236
4/18/2014,26,19,13,15,9,6,82,54,20,1018,1014,1011,31,11,10,27,18,,0,1,,276
4/19/2014,19,18,16,13,10,7,77,56,35,1018,1015,1013,26,12,10,32,19,53,0,2,,207
4/20/2014,24,18,12,16,11,7,83,58,32,1018,1016,1014,31,13,10,26,13,,0,2,,335
4/21/2014,23,18,12,14,8,4,73,49,23,1021,1019,1017,31,12,10,23,13,,0,1,,270
4/22/2014,25,19,12,11,9,7,77,51,20,1020,1017,1014,31,28,26,19,13,,0,,,320
4/23/2014,24,19,13,13,10,7,72,53,26,1017,1016,1014,31,28,26,16,13,,0,,,343
4/24/2014,30,22,14,18,11,4,88,52,11,1018,1013,1011,31,22,10,37,16,48,0,1,,290
4/25/2014,22,19,17,17,14,12,94,68,47,1023,1020,1018,31,12,5,34,26,,5.08,4,Rain,71
4/26/2014,24,19,14,15,13,10,88,66,37,1019,1014,1011,31,21,10,21,11,,0,6,,314
4/27/2014,19,17,16,16,14,10,94,78,50,1026,1022,1017,31,11,6,34,23,48,2.03,5,Rain,193
4/28/2014,22,19,16,15,13,13,94,71,49,1026,1023,1021,31,12,10,23,13,,0,5,Rain,349
4/29/2014,26,20,14,16,13,11,88,62,29,1021,1016,1012,31,15,10,27,16,,0,4,,359
4/30/2014,23,19,16,17,11,2,88,57,19,1016,1012,1009,31,11,10,35,19,50,0,3,Rain,273
5/1/2014,19,16,11,11,8,5,77,54,30,1018,1015,1012,31,14,10,27,16,,0,1,,232
5/2/2014,22,18,13,10,6,0,77,48,14,1012,1005,1000,31,31,31,39,16,58,0,,,302
5/3/2014,15,13,12,10,4,1,82,51,29,1000,996,994,31,13,9,37,21,50,4.06,6,Rain,299
5/4/2014,20,16,11,8,3,0,82,46,17,1012,1003,997,31,13,10,47,32,61,0,4,Rain,283
5/5/2014,21,16,10,5,2,0,62,41,16,1020,1016,1012,31,21,10,27,21,,0,1,,279
5/6/2014,20,15,10,10,6,3,63,51,34,1022,1020,1018,31,12,10,26,18,,0,3,,263
